Time (ns),Br25 ref,Br25 IMN,Br25 EDA,EDA ref,EDA IMN,EDA EDA,IMN ref,IMN IMN,IMN EDA
443.008,0,1,5,5,4,4,6,12,13
443.136,0,3,4,2,2,3,11,12,8
443.264,2,6,1,5,5,4,7,7,15
443.392,2,4,4,5,0,10,7,11,10
443.52,2,6,2,1,5,5,7,11,9
443.648,1,5,2,6,7,4,12,10,14
443.776,3,5,6,1,6,0,10,4,11
443.904,2,2,1,4,2,4,2,11,13
444.032,0,2,0,1,6,6,15,8,7
444.16,3,5,1,2,3,5,8,14,15
444.288,3,1,1,4,2,7,9,12,15
444.416,1,4,2,4,0,2,8,11,13
444.544,0,3,4,2,3,6,7,10,8
444.672,3,2,4,4,4,4,9,9,18
444.8,2,2,4,3,2,2,7,9,12
444.928,4,1,1,2,1,6,12,17,7
445.056,5,2,1,3,2,2,3,8,13
445.184,1,5,0,5,1,7,10,8,9
445.312,4,2,4,4,2,4,7,13,12
445.44,4,3,2,1,3,3,13,16,6
445.568,6,2,0,1,3,2,8,9,11
445.696,3,3,1,3,2,4,6,12,9
445.824,0,7,5,3,3,3,10,12,7
445.952,1,6,6,0,4,7,6,17,9
446.08,1,1,1,4,2,4,7,8,11
446.208,5,2,4,4,1,6,8,7,10
446.336,2,8,1,1,0,7,7,3,14
446.464,4,5,2,1,4,2,7,9,11
446.592,1,4,5,3,6,1,8,8,11
446.72,2,7,1,2,1,2,5,14,11
446.848,4,5,5,5,5,9,5,11,10
446.976,2,6,1,0,3,6,11,8,12
447.104,2,4,6,1,4,3,5,11,12
447.232,4,5,2,1,4,8,5,11,9
447.36,1,6,3,1,4,3,7,12,11
447.488,1,7,7,3,3,1,8,21,7
447.616,3,6,2,4,2,5,6,10,14
447.744,2,2,5,4,3,5,7,12,10
447.872,6,3,3,6,1,4,8,6,9
448,7,5,2,9,3,5,10,7,12
448.128,2,5,3,2,2,3,7,11,13
448.256,1,4,2,2,2,7,6,11,11
448.384,1,2,1,2,3,4,8,7,12
448.512,0,2,4,3,2,1,8,13,13
448.64,3,6,3,4,3,7,8,12,6
448.768,2,9,2,3,1,2,8,7,8
448.896,1,5,1,2,2,9,4,7,10
449.024,3,1,3,4,6,4,10,10,11
449.152,2,5,4,3,4,3,5,9,11
449.28,2,2,1,1,3,1,12,8,10
449.408,4,4,4,3,2,1,8,6,8
449.536,2,3,5,2,6,2,8,16,7
449.664,3,5,1,3,3,5,3,15,10
449.792,6,1,3,1,5,1,9,8,4
449.92,3,4,2,4,3,6,5,9,10
450.048,2,3,3,6,6,3,10,6,6
450.176,3,6,4,1,2,6,12,6,16
450.304,4,4,3,4,6,5,2,10,11
450.432,3,7,5,3,1,3,6,7,9
450.56,3,4,4,5,2,3,6,15,11
450.688,2,2,5,3,2,1,12,7,14
450.816,5,3,3,3,5,2,2,10,14
450.944,3,3,3,1,3,7,10,8,11
451.072,3,1,1,6,4,4,8,12,12
451.2,2,5,5,7,2,4,7,7,11
451.328,3,12,3,4,0,10,7,6,13
451.456,1,7,2,4,0,5,5,13,15
451.584,2,4,6,2,6,3,7,7,6
451.712,3,3,5,8,0,2,11,19,11
451.84,3,1,5,4,4,6,2,6,4
451.968,1,2,3,5,2,8,7,5,7
452.096,3,3,0,4,3,5,11,11,9
452.224,2,4,1,3,3,3,10,15,12
452.352,2,2,2,2,0,6,8,12,11
452.48,3,4,1,3,1,3,9,9,9
452.608,4,1,7,4,0,1,10,13,12
452.736,2,2,2,0,1,2,11,9,5
452.864,1,3,3,2,0,4,4,11,13
452.992,3,4,2,2,2,7,10,16,12
453.12,7,4,5,2,2,3,7,17,18
453.248,4,5,0,0,3,1,9,7,15
453.376,3,2,1,3,2,5,6,11,15
453.504,4,4,1,8,3,6,4,12,9
453.632,3,3,2,2,1,3,7,12,6
453.76,2,1,2,5,5,1,11,17,9
453.888,3,2,2,4,1,7,7,3,7
454.016,3,6,2,6,1,4,6,7,4
454.144,2,4,2,5,4,3,6,7,12
454.272,3,3,4,2,4,4,7,11,11
454.4,2,1,3,4,2,4,6,9,10
454.528,2,3,0,7,4,3,7,6,8
454.656,6,0,4,4,3,0,3,12,14
454.784,2,8,4,6,1,5,12,9,7
454.912,6,3,3,4,6,6,11,8,10
455.04,1,4,4,2,1,3,11,12,16
455.168,3,4,3,4,5,4,5,10,12
455.296,0,5,1,1,3,3,6,5,7
455.424,1,2,6,5,7,4,9,4,10
455.552,3,2,2,1,2,4,11,7,7
455.68,3,6,1,7,2,3,9,12,15
455.808,3,1,5,0,3,5,6,12,10
455.936,1,4,2,0,0,4,8,11,8
456.064,2,4,3,5,1,2,4,7,9
456.192,4,3,1,3,5,4,7,11,5
456.32,1,3,4,4,0,3,15,13,12
456.448,4,4,1,4,2,0,9,13,6
456.576,3,1,0,2,4,7,5,8,7
456.704,1,3,1,3,2,8,7,15,7
456.832,3,3,1,4,3,3,9,14,12
456.96,2,6,1,3,2,4,5,9,20
457.088,2,2,3,2,2,5,13,7,9
457.216,2,2,3,4,6,2,4,5,13
457.344,0,2,2,6,2,5,7,8,15
457.472,2,2,4,5,0,4,4,8,13
457.6,3,5,3,3,1,5,4,11,16
457.728,2,1,1,3,4,3,7,6,9
457.856,0,3,3,1,2,4,5,6,7
457.984,2,2,4,5,4,4,12,9,11
458.112,3,5,2,2,0,5,8,2,6
458.24,2,7,2,5,5,2,6,7,15
458.368,3,1,0,2,6,6,3,11,15
458.496,4,2,5,3,2,5,5,13,5
458.624,2,7,3,2,2,3,10,11,7
458.752,1,3,1,2,5,3,2,10,12
458.88,2,2,4,4,2,5,4,11,11
459.008,2,4,1,1,5,3,10,11,4
459.136,2,0,3,7,5,3,6,12,8
459.264,3,7,0,0,2,8,14,13,10
459.392,5,2,3,3,1,5,3,14,3
459.52,4,5,2,4,2,5,4,6,14
459.648,1,4,4,3,2,5,9,15,14
459.776,1,1,6,1,3,3,4,7,9
459.904,2,6,1,4,1,3,5,10,9
460.032,0,5,5,3,1,1,8,11,11
460.16,3,1,4,3,3,2,10,7,14
460.288,3,6,3,4,5,5,5,7,9
460.416,1,3,2,4,1,7,2,15,8
460.544,3,4,1,6,0,6,6,9,9
460.672,0,4,2,4,2,5,6,8,9
460.8,2,5,1,5,2,6,7,8,12
460.928,2,4,3,4,5,6,6,8,8
461.056,2,3,2,1,4,2,8,12,5
461.184,6,5,1,2,1,0,6,5,14
461.312,6,3,1,5,4,4,4,10,7
461.44,3,3,2,3,3,5,3,13,9
461.568,3,1,3,2,1,6,6,8,5
461.696,1,3,4,4,5,6,4,16,11
461.824,1,2,5,1,3,0,6,12,14
461.952,5,7,4,1,2,3,3,13,7
462.08,0,2,2,1,0,2,9,6,11
462.208,4,4,1,5,0,4,14,8,15
462.336,1,4,1,5,4,6,10,8,13
462.464,3,3,3,2,2,2,7,9,10
462.592,2,3,4,2,1,3,6,10,7
462.72,3,3,1,6,4,2,12,14,5
462.848,3,4,6,3,2,7,7,11,12
462.976,3,5,7,1,1,5,8,8,11
463.104,0,6,2,1,5,2,10,9,13
463.232,2,5,6,0,4,4,8,7,9
463.36,3,6,5,3,4,2,8,14,11
463.488,4,5,3,9,2,4,7,14,15
463.616,5,2,1,3,3,6,6,6,13
463.744,3,3,3,4,2,0,6,9,12
463.872,0,6,1,2,3,5,7,14,6
464,1,5,7,1,2,3,8,11,8
464.128,1,6,2,3,2,5,10,8,12
464.256,2,6,3,5,0,6,7,10,6
464.384,3,8,4,2,3,2,11,10,8
464.512,5,3,2,4,1,2,4,6,13
464.64,2,2,1,7,6,0,9,13,9
464.768,4,8,2,4,4,8,5,9,9
464.896,3,3,3,1,1,5,7,10,9
465.024,1,4,0,1,3,2,5,5,9
465.152,4,5,3,0,4,4,7,10,7
465.28,2,4,9,5,2,8,4,12,9
465.408,2,5,4,1,2,3,6,12,8
465.536,0,6,2,4,1,4,6,9,11
465.664,7,8,0,3,5,2,2,13,9
465.792,4,2,4,3,3,1,4,4,12
465.92,2,2,3,3,3,4,5,11,11
466.048,0,6,0,2,1,2,13,12,12
466.176,3,4,3,3,2,1,6,12,7
466.304,3,5,1,4,2,4,6,5,11
466.432,3,8,4,6,2,4,10,5,11
466.56,4,2,1,4,4,3,10,8,14
466.688,3,1,5,2,3,2,6,8,10
466.816,0,5,7,2,5,2,7,16,7
466.944,2,1,5,3,2,9,6,7,5
467.072,4,2,2,4,4,6,10,6,12
467.2,1,3,2,1,1,4,10,8,8
467.328,3,3,4,3,3,4,8,5,10
467.456,5,6,4,3,2,3,6,8,13
467.584,2,7,5,1,2,7,3,5,10
467.712,1,2,3,4,2,3,5,12,9
467.84,3,2,4,6,1,2,4,13,4
467.968,0,3,4,3,1,3,5,8,10
468.096,0,6,1,3,5,4,6,9,12
468.224,2,1,4,3,4,3,8,11,8
468.352,3,1,2,3,0,2,6,13,2
468.48,4,3,5,4,2,3,5,10,7
468.608,0,2,3,1,1,5,10,15,8
468.736,3,4,1,3,3,2,7,14,8
468.864,4,2,5,1,3,1,7,11,9
468.992,3,0,2,2,3,8,12,9,16
469.12,3,3,1,3,2,3,4,9,14
469.248,1,3,3,5,5,7,10,8,10
469.376,2,5,6,3,5,1,10,14,14
469.504,3,4,1,2,1,5,9,7,11
469.632,2,8,2,2,1,1,8,10,7
469.76,4,7,5,4,3,7,9,7,13
469.888,0,1,1,3,5,4,10,10,10
470.016,1,4,1,3,4,5,6,9,14
470.144,0,4,1,2,3,4,6,7,7
470.272,3,11,3,1,1,7,5,9,10
470.4,3,3,2,7,4,5,8,6,8
470.528,0,1,1,2,3,2,9,9,7
470.656,3,3,5,3,2,3,6,6,7
470.784,0,5,7,6,2,3,4,3,12
470.912,2,4,2,3,0,7,7,16,8
471.04,0,1,2,2,4,2,6,10,9
471.168,3,4,2,3,5,4,4,9,9
471.296,4,2,3,6,6,7,7,7,7
471.424,3,8,1,1,0,5,6,11,15
471.552,2,2,4,3,1,5,12,16,15
471.68,0,1,2,8,3,4,4,11,9
471.808,2,2,4,1,2,6,5,11,7
471.936,2,2,2,2,1,2,7,12,8
472.064,3,3,1,3,2,0,6,17,9
472.192,2,1,1,2,1,3,6,11,13
472.32,2,2,2,5,4,6,11,21,10
472.448,4,1,2,3,4,4,6,15,16
472.576,7,1,2,2,3,3,10,8,12
472.704,2,2,1,4,1,3,3,8,16
472.832,1,0,0,3,5,7,5,5,9
472.96,0,5,4,5,4,3,13,7,10
473.088,0,4,6,2,1,8,6,11,13
473.216,3,3,2,5,3,3,7,6,13
473.344,1,6,2,4,1,7,9,9,11
473.472,3,4,4,2,3,6,8,10,10
473.6,1,2,5,3,2,3,8,8,9
473.728,1,2,3,2,8,2,7,7,12
473.856,2,5,6,2,3,10,7,12,16
473.984,1,2,3,3,2,7,5,13,10
474.112,0,1,0,3,2,4,6,9,7
474.24,1,2,3,1,3,7,2,5,13
474.368,0,7,3,5,1,4,3,6,6
474.496,4,2,1,3,1,6,7,13,5
474.624,3,0,3,2,4,4,7,6,18
474.752,1,2,2,2,1,5,4,7,10
474.88,2,0,5,1,1,2,5,9,10
475.008,2,4,4,5,1,2,4,8,11
475.136,3,5,3,3,1,6,9,11,7
475.264,3,2,1,3,4,3,9,12,6
475.392,2,8,1,4,0,3,6,7,6
475.52,1,2,0,1,4,6,4,11,9
475.648,4,2,3,4,3,3,8,7,14
475.776,1,1,1,2,2,3,7,15,9
475.904,3,2,1,4,3,5,7,9,14
476.032,2,3,0,3,2,7,5,4,17
476.16,1,3,0,6,2,2,11,6,4
476.288,2,3,1,8,3,2,6,7,12
476.416,1,3,2,6,4,3,12,14,8
476.544,1,4,6,2,1,4,5,5,6
476.672,3,6,3,5,4,3,6,11,8
476.8,4,0,1,2,3,3,9,11,10
476.928,0,6,2,1,5,2,7,9,7
477.056,3,7,2,5,5,6,10,12,7
477.184,2,3,1,3,5,2,7,7,8
477.312,4,3,2,3,3,3,8,11,11
477.44,1,1,5,2,2,2,8,8,5
477.568,2,5,2,2,0,1,7,8,9
477.696,1,3,4,3,4,4,4,10,9
477.824,2,4,1,5,3,5,11,9,15
477.952,4,4,2,1,2,7,3,9,4
478.08,1,2,3,1,3,9,10,8,11
478.208,3,5,3,4,1,3,10,7,6
478.336,1,3,7,1,3,0,10,10,6
478.464,1,5,4,3,1,4,10,5,14
478.592,3,4,3,1,1,2,10,9,13
478.72,2,3,0,3,1,6,7,8,3
478.848,6,4,3,4,3,4,9,12,4
478.976,1,2,1,2,4,6,10,9,10
479.104,5,8,2,4,4,2,4,13,11
479.232,1,2,3,2,2,4,5,6,7
479.36,1,3,4,5,3,4,3,10,9
479.488,1,4,1,3,3,3,9,16,11
479.616,1,4,1,3,2,3,8,12,9
479.744,4,2,3,2,6,4,3,10,10
479.872,2,5,3,2,3,3,5,12,8
480,5,3,2,1,3,5,2,8,7
480.128,4,4,3,5,1,3,6,5,17
480.256,2,2,2,2,2,5,6,3,4
480.384,3,3,4,1,0,4,2,7,9
480.512,3,2,5,6,6,7,8,9,10
480.64,4,5,1,4,2,2,4,4,6
480.768,2,3,4,0,3,4,5,6,12
480.896,3,3,4,3,4,3,12,9,15
481.024,2,1,1,0,3,3,12,11,10
481.152,5,4,2,2,2,1,6,6,4
481.28,2,5,3,4,2,5,3,5,10
481.408,1,3,2,3,1,5,8,7,13
481.536,2,1,3,4,5,5,8,10,8
481.664,2,6,0,3,4,2,6,6,7
481.792,3,1,5,2,3,1,6,12,7
481.92,4,3,2,3,2,7,8,3,12
482.048,0,2,4,2,3,6,6,9,6
482.176,2,3,2,2,1,7,2,6,9
482.304,3,2,1,3,1,1,8,8,12
482.432,2,4,3,0,1,3,6,8,8
482.56,1,3,4,2,2,6,5,8,9
482.688,4,4,3,3,1,4,6,15,11
482.816,0,4,1,0,4,2,4,7,12
482.944,1,2,4,2,4,5,8,14,13
483.072,1,3,2,3,2,4,7,7,8
483.2,2,2,3,2,4,4,7,10,9
483.328,1,1,0,5,1,6,7,9,9
483.456,1,4,1,3,3,1,6,11,10
483.584,3,3,5,1,1,2,6,13,11
483.712,3,5,2,4,3,4,13,7,13
483.84,2,1,1,2,2,3,9,3,8
483.968,1,2,2,7,4,4,15,9,7
484.096,1,4,4,4,4,1,5,8,8
484.224,3,4,1,1,1,3,4,7,6
484.352,0,3,3,2,1,7,3,15,5
484.48,2,0,5,1,2,2,1,6,12
484.608,4,6,3,1,3,2,6,14,10
484.736,2,4,1,2,5,3,5,10,6
484.864,4,3,1,3,4,5,9,10,6
484.992,2,6,4,2,2,8,7,8,14
485.12,1,1,1,3,4,2,11,8,17
485.248,1,1,0,1,1,3,8,4,6
485.376,2,1,3,3,2,1,8,6,7
485.504,1,4,2,4,2,6,10,9,13
485.632,5,2,1,0,3,7,1,8,7
485.76,2,2,2,5,0,0,4,9,6
485.888,3,0,3,3,3,1,7,7,10
486.016,3,6,6,2,4,4,8,8,7
486.144,0,4,2,0,0,6,2,9,11
486.272,2,4,5,3,2,1,6,13,8
486.4,0,4,0,5,3,3,12,9,12
486.528,1,2,6,1,5,8,5,7,11
486.656,8,5,5,2,4,2,6,10,11
486.784,0,1,1,4,3,4,6,7,10
486.912,4,1,4,5,1,2,4,5,16
487.04,3,4,2,4,3,1,2,9,12
487.168,4,3,1,3,2,2,7,10,6
487.296,6,2,1,2,2,3,3,14,13
487.424,3,1,2,3,3,3,5,6,8
487.552,3,5,4,3,1,1,6,10,4
487.68,9,6,3,2,3,4,3,8,8
487.808,3,9,5,3,2,6,1,11,13
487.936,2,5,4,3,2,2,8,9,8
488.064,3,4,1,4,1,3,2,3,8
488.192,1,3,4,3,2,2,4,13,10
488.32,2,2,2,0,4,4,4,13,7
488.448,2,7,5,3,3,1,9,6,7
488.576,2,1,2,1,7,3,6,12,7
488.704,1,4,4,5,5,3,3,8,6
488.832,4,3,2,3,0,3,4,5,13
488.96,1,5,2,1,3,4,6,8,12
489.088,0,1,3,4,4,2,8,5,10
489.216,3,1,1,5,6,4,4,13,6
489.344,1,4,5,5,3,11,8,11,11
489.472,7,6,2,7,3,2,10,11,11
489.6,1,7,1,2,0,1,5,5,7
489.728,0,5,3,0,2,1,5,5,7
489.856,0,1,6,5,1,2,5,9,8
489.984,0,3,2,3,5,6,5,13,9
490.112,2,4,0,2,1,5,3,9,7
490.24,2,4,4,0,1,3,10,5,12
490.368,2,9,3,2,0,3,5,3,3
490.496,1,4,2,0,4,1,6,9,15
490.624,4,5,1,5,6,5,5,13,13
490.752,1,1,1,2,1,8,6,11,8
490.88,1,5,5,2,1,2,8,9,13
491.008,1,3,2,2,2,3,3,14,4
491.136,3,2,4,3,3,6,7,8,6
491.264,5,1,4,4,1,2,6,9,12
491.392,1,4,2,1,3,3,12,8,11
491.52,3,3,4,1,4,4,1,4,5
491.648,2,1,2,2,0,0,10,11,6
491.776,1,0,0,1,1,3,8,8,9
491.904,3,2,1,3,1,1,4,6,12
492.032,3,6,2,2,6,6,4,9,12
492.16,2,3,2,1,3,4,8,9,16
492.288,1,3,7,4,2,2,5,10,7
492.416,5,1,6,1,1,5,11,8,5
492.544,5,3,1,3,1,2,4,8,13
492.672,2,3,3,4,2,3,7,12,8
492.8,0,5,0,1,3,5,2,6,12
492.928,4,3,1,2,1,5,6,7,9
493.056,1,5,2,4,2,2,6,8,9
493.184,3,2,3,2,3,3,7,7,4
493.312,1,3,2,1,0,4,5,9,7
493.44,3,9,4,0,1,1,7,8,7
493.568,3,4,1,3,2,4,2,9,5
493.696,3,6,5,2,5,4,8,8,8
493.824,3,4,3,1,2,4,6,8,9
493.952,2,1,1,1,1,6,4,5,10
494.08,2,2,2,2,1,4,6,5,7
494.208,4,3,3,3,2,2,9,13,11
494.336,0,1,6,3,1,2,4,4,7
494.464,3,2,2,3,5,2,8,12,14
494.592,3,2,2,2,4,3,5,7,3
494.72,2,4,3,4,3,2,9,4,5
494.848,3,1,4,2,0,1,7,12,8
494.976,2,3,2,4,0,7,5,5,12
495.104,2,1,4,4,4,3,5,7,13
495.232,0,4,2,3,2,3,6,14,6
495.36,3,1,1,5,3,6,7,8,9
495.488,4,4,1,3,4,3,4,8,7
495.616,4,5,2,3,3,4,6,12,9
495.744,3,2,1,0,1,5,5,5,4
495.872,5,4,0,0,0,5,3,8,11
496,2,5,0,0,0,5,8,10,7
496.128,3,3,0,0,0,2,12,12,10
496.256,4,4,0,0,0,3,5,8,4
496.384,3,3,0,0,0,1,3,5,13
496.512,3,4,0,0,0,2,7,12,11
496.64,3,2,0,0,0,4,9,8,8
496.768,1,4,0,0,0,2,8,12,2
496.896,3,7,0,0,0,4,7,12,7
497.024,3,1,0,0,0,5,3,11,11
497.152,3,2,0,0,0,5,6,8,4
497.28,1,4,0,0,0,2,7,10,7
497.408,2,6,0,0,0,2,5,11,11
497.536,3,3,0,0,0,3,4,12,10
497.664,3,3,0,0,0,6,5,6,10
497.792,4,7,0,0,0,11,8,12,6
497.92,0,5,0,0,0,3,10,5,1
498.048,3,7,0,0,0,3,4,6,8
498.176,5,2,0,0,0,3,5,5,7
498.304,3,3,0,0,0,1,6,10,4
498.432,2,0,0,0,0,4,4,4,10
498.56,2,3,0,0,0,5,4,2,5
498.688,4,5,0,0,0,3,6,7,10
498.816,4,1,0,0,0,2,7,6,14
498.944,1,0,0,0,0,3,12,8,5
499.072,1,4,0,0,0,1,5,7,7
499.2,1,3,0,0,0,7,3,8,8
499.328,1,2,0,0,0,4,5,4,6
499.456,2,4,0,0,0,2,7,10,5
499.584,3,5,0,0,0,3,8,7,12
499.712,2,2,0,0,0,4,8,8,7
499.84,1,3,0,0,0,1,4,9,12
499.968,5,0,0,0,0,5,7,8,7
500.096,5,2,,,,5,4,7,5
500.224,4,3,,,,1,6,7,12
500.352,2,2,,,,2,4,13,7
500.48,1,3,,,,5,6,8,9
500.608,0,1,,,,4,8,9,10
500.736,3,6,,,,4,6,8,12
500.864,4,1,,,,8,5,5,5
500.992,0,1,,,,4,5,9,9
501.12,5,2,,,,2,3,13,8
501.248,2,1,,,,6,7,8,11
501.376,3,4,,,,3,2,1,7
501.504,4,4,,,,1,7,4,4
501.632,4,0,,,,4,8,7,10
501.76,0,8,,,,2,7,14,14
501.888,4,4,,,,4,6,8,11
502.016,3,6,,,,4,5,10,9
502.144,7,6,,,,2,5,10,9
502.272,0,2,,,,2,9,6,8
502.4,3,5,,,,4,5,10,11
502.528,2,4,,,,3,6,10,6
502.656,2,4,,,,3,6,15,4
502.784,1,3,,,,3,8,6,12
502.912,2,5,,,,1,5,5,5
503.04,3,4,,,,2,9,5,11
503.168,3,4,,,,5,7,8,8
503.296,2,6,,,,1,8,7,9
503.424,3,5,,,,3,9,6,13
503.552,2,4,,,,3,6,7,5
503.68,1,5,,,,2,7,12,7
503.808,3,0,,,,6,8,3,13
503.936,2,4,,,,3,6,5,6
504.064,3,3,,,,6,5,13,9
504.192,0,0,,,,3,3,9,8
504.32,2,3,,,,3,6,15,10
504.448,2,2,,,,3,9,8,12
504.576,4,2,,,,4,10,5,5
504.704,4,5,,,,4,3,5,7
504.832,2,7,,,,4,8,11,10
504.96,2,4,,,,0,4,11,7
505.088,0,3,,,,6,9,8,11
505.216,4,5,,,,8,6,6,7
505.344,4,6,,,,7,14,8,4
505.472,2,2,,,,5,7,10,8
505.6,2,5,,,,2,8,11,13
505.728,0,2,,,,5,3,9,15
505.856,4,5,,,,4,8,5,9
505.984,3,3,,,,4,5,8,5
506.112,3,5,,,,2,6,7,8
506.24,1,1,,,,4,8,5,10
506.368,2,2,,,,3,4,7,7
506.496,2,5,,,,2,4,8,11
506.624,4,3,,,,4,6,9,7
506.752,1,4,,,,5,4,12,6
506.88,3,4,,,,0,6,7,9
507.008,1,3,,,,3,9,7,14
507.136,4,4,,,,5,5,4,5
507.264,4,0,,,,8,3,6,7
507.392,3,2,,,,4,7,11,6
507.52,2,1,,,,2,7,10,7
507.648,3,3,,,,5,7,13,14
507.776,2,3,,,,3,6,7,3
507.904,8,4,,,,2,3,5,10
508.032,2,3,,,,6,6,6,9
508.16,1,4,,,,8,4,8,8
508.288,2,4,,,,3,3,1,7
508.416,5,3,,,,5,5,11,6
508.544,6,3,,,,0,9,12,8
508.672,6,2,,,,2,7,11,7
508.8,1,4,,,,3,2,7,7
508.928,5,1,,,,4,7,10,11
509.056,2,8,,,,2,3,5,8
509.184,1,6,,,,2,7,5,8
509.312,1,1,,,,4,5,10,8
509.44,4,2,,,,3,8,3,5
509.568,3,2,,,,7,3,4,10
509.696,1,3,,,,1,12,8,5
509.824,1,7,,,,4,4,4,11
509.952,3,5,,,,1,8,5,13
510.08,1,4,,,,4,10,8,7
510.208,2,3,,,,3,5,2,10
510.336,2,2,,,,2,3,8,7
510.464,5,6,,,,5,9,4,6
510.592,3,7,,,,5,5,8,10
510.72,2,3,,,,3,6,8,4
510.848,1,6,,,,3,1,3,9
510.976,5,3,,,,6,3,6,6
511.104,2,5,,,,6,8,7,10
511.232,2,2,,,,3,9,6,12
511.36,2,2,,,,4,10,7,5
511.488,5,1,,,,1,3,7,6
511.616,3,2,,,,5,3,6,11
511.744,4,3,,,,2,8,9,10
511.872,0,3,,,,3,3,4,4
512,2,4,,,,2,5,5,8
512.128,4,3,,,,2,5,7,9
512.256,2,3,,,,6,2,10,10
512.384,3,3,,,,5,3,8,10
512.512,1,4,,,,3,4,9,13
512.64,1,4,,,,3,7,4,13
512.768,4,6,,,,0,4,3,9
512.896,2,3,,,,5,4,6,7
513.024,2,2,,,,4,7,5,11
513.152,0,3,,,,2,3,6,10
513.28,4,5,,,,5,9,15,4
513.408,0,8,,,,5,6,6,14
513.536,0,2,,,,1,4,6,8
513.664,3,3,,,,4,4,12,10
513.792,0,3,,,,5,5,7,11
513.92,1,4,,,,3,7,6,11
514.048,7,2,,,,2,6,8,16
514.176,3,0,,,,3,9,3,9
514.304,1,6,,,,2,5,9,11
514.432,1,4,,,,3,7,5,8
514.56,3,4,,,,6,8,8,8
514.688,1,5,,,,5,6,7,7
514.816,1,4,,,,2,9,6,6
514.944,4,3,,,,2,8,9,17
515.072,2,4,,,,2,3,8,6
515.2,0,2,,,,3,5,3,11
515.328,7,0,,,,5,3,4,7
515.456,5,2,,,,6,10,3,12
515.584,3,2,,,,3,3,8,8
515.712,0,5,,,,2,5,8,9
515.84,4,4,,,,1,2,12,9
515.968,4,2,,,,8,5,10,8
516.096,2,1,,,,0,6,11,7
516.224,1,1,,,,2,6,6,7
516.352,3,7,,,,1,4,12,9
516.48,4,2,,,,1,7,5,14
516.608,2,3,,,,4,5,11,2
516.736,3,6,,,,4,6,9,10
516.864,4,5,,,,1,2,14,8
516.992,3,2,,,,2,7,3,7
517.12,2,0,,,,3,8,4,7
517.248,2,6,,,,7,3,9,14
517.376,2,8,,,,4,5,8,7
517.504,4,2,,,,5,7,8,5
517.632,1,4,,,,0,6,8,9
517.76,1,6,,,,4,2,8,8
517.888,2,3,,,,4,5,6,10
518.016,3,5,,,,4,5,9,7
518.144,3,2,,,,2,10,6,4
518.272,2,3,,,,2,7,8,11
518.4,1,1,,,,3,12,8,6
518.528,2,1,,,,5,5,6,11
518.656,8,3,,,,0,5,4,11
518.784,3,1,,,,4,2,9,5
518.912,3,4,,,,2,3,9,7
519.04,1,1,,,,2,10,6,8
519.168,0,2,,,,3,3,9,4
519.296,4,3,,,,7,8,9,11
519.424,4,4,,,,5,7,2,8
519.552,1,4,,,,10,8,9,12
519.68,1,3,,,,6,1,5,13
519.808,3,2,,,,2,5,6,6
519.936,3,2,,,,4,5,5,7
520.064,3,4,,,,2,8,6,12
520.192,1,3,,,,4,2,9,5
520.32,4,3,,,,3,0,8,8
520.448,0,7,,,,1,6,13,10
520.576,3,3,,,,2,5,9,6
520.704,1,4,,,,1,4,5,9
520.832,0,4,,,,3,2,12,12
520.96,0,6,,,,2,5,12,13
521.088,0,4,,,,6,5,10,9
521.216,2,2,,,,1,8,7,9
521.344,3,2,,,,2,7,5,6
521.472,3,5,,,,3,2,7,7
521.6,3,3,,,,4,3,7,10
521.728,1,4,,,,3,6,10,9
521.856,3,1,,,,6,5,11,10
521.984,5,5,,,,5,8,6,9
522.112,1,5,,,,3,3,6,5
522.24,1,3,,,,3,6,5,8
522.368,1,3,,,,5,2,6,1
522.496,2,3,,,,5,3,10,7
522.624,2,2,,,,3,8,11,2
522.752,3,3,,,,3,4,6,6
522.88,2,4,,,,5,5,9,7
523.008,1,1,,,,0,10,4,15
523.136,2,7,,,,0,6,5,5
523.264,3,0,,,,2,4,10,8
523.392,0,0,,,,1,7,11,10
523.52,1,4,,,,3,7,3,8
523.648,1,1,,,,2,5,8,13
523.776,2,4,,,,3,4,7,7
523.904,4,4,,,,6,8,10,13
524.032,5,4,,,,5,6,13,11
524.16,1,6,,,,4,7,6,4
524.288,1,3,,,,4,6,10,7
524.416,3,2,,,,4,7,5,5
524.544,2,3,,,,2,5,6,6
524.672,5,4,,,,1,6,7,8
524.8,0,2,,,,6,5,5,10
524.928,1,7,,,,3,1,7,6
525.056,0,3,,,,5,8,7,12
525.184,2,1,,,,6,3,8,9
525.312,2,5,,,,2,6,12,4
525.44,3,5,,,,5,7,6,11
525.568,1,2,,,,8,7,8,7
525.696,1,2,,,,0,4,4,6
525.824,3,5,,,,5,9,5,4
525.952,2,2,,,,3,8,11,7
526.08,1,6,,,,4,8,12,6
526.208,1,3,,,,1,14,9,14
526.336,2,2,,,,3,7,7,14
526.464,4,2,,,,2,4,8,13
526.592,1,3,,,,1,3,5,6
526.72,4,3,,,,6,1,13,6
526.848,1,4,,,,8,4,7,6
526.976,2,6,,,,2,12,5,10
527.104,1,4,,,,4,7,10,14
527.232,2,3,,,,7,11,7,8
527.36,5,2,,,,2,8,9,10
527.488,4,5,,,,3,4,10,4
527.616,0,2,,,,2,6,6,7
527.744,0,3,,,,4,1,11,12
