,Ref,,,,,APTMS,,,,
Time,100pc10int,50pc10int,50pc7int,50pc6int,10pct7int,100pct10int,50pct10int,50pct7int,50pct6int,10pct7int
5286.4,1,0,1,11,19,0,2,2,8,11
5286.912,0,0,6,6,23,3,1,1,5,3
5287.424,1,0,5,10,19,0,1,2,3,9
5287.936,0,2,7,9,19,0,3,7,4,9
5288.448,0,1,2,11,15,2,1,5,4,11
5288.96,0,0,8,12,13,1,3,6,8,9
5289.472,0,2,5,8,19,1,0,5,9,9
5289.984,0,1,7,9,14,1,0,5,7,10
5290.496,0,0,5,11,23,0,1,1,10,14
5291.008,0,3,9,11,14,0,1,6,4,9
5291.52,0,0,2,10,22,1,1,10,5,13
5292.032,3,0,2,9,15,0,1,5,3,9
5292.544,1,2,5,15,15,0,0,3,1,7
5293.056,0,0,3,12,22,1,1,7,8,7
5293.568,1,1,3,10,15,2,2,4,5,6
5294.08,1,4,2,10,21,1,2,1,4,15
5294.592,0,1,4,8,17,1,1,8,9,5
5295.104,0,1,4,10,17,2,2,5,7,6
5295.616,0,0,6,13,20,0,1,5,7,6
5296.128,0,1,4,5,14,0,3,1,6,15
5296.64,0,1,3,6,19,3,1,4,7,13
5297.152,0,1,2,8,20,0,1,5,3,9
5297.664,0,2,4,8,18,2,0,2,7,10
5298.176,2,2,6,8,19,1,1,2,10,11
5298.688,0,0,0,13,15,0,1,7,3,8
5299.2,1,2,3,7,28,0,1,6,3,5
5299.712,0,0,5,19,15,1,3,2,14,9
5300.224,0,3,5,9,13,2,2,3,4,13
5300.736,0,0,6,9,15,0,0,6,7,5
5301.248,1,0,4,8,15,0,0,4,6,10
5301.76,1,0,1,11,18,0,6,3,2,15
5302.272,0,1,2,9,15,1,2,4,5,15
5302.784,1,0,2,5,15,1,1,2,7,9
5303.296,1,0,3,10,15,0,1,7,11,4
5303.808,0,0,2,9,21,2,0,9,2,7
5304.32,1,0,4,15,21,1,0,3,15,10
5304.832,0,0,2,11,23,1,1,3,7,8
5305.344,0,0,3,10,17,1,2,4,6,9
5305.856,0,3,3,10,14,1,1,5,13,9
5306.368,0,1,5,12,16,0,0,4,7,13
5306.88,1,1,3,13,16,1,3,2,4,7
5307.392,0,5,3,7,14,0,2,8,6,5
5307.904,0,0,7,8,19,1,0,2,7,10
5308.416,1,2,9,4,12,1,0,3,9,10
5308.928,1,0,5,4,21,1,1,0,3,8
5309.44,0,1,3,7,16,2,1,5,8,7
5309.952,0,0,4,10,12,1,2,4,6,11
5310.464,0,2,5,8,21,0,0,6,4,19
5310.976,1,0,4,18,16,0,3,7,6,14
5311.488,0,2,3,5,16,1,2,3,12,9
5312,2,2,2,14,12,2,2,2,11,9
5312.512,0,1,3,9,16,0,2,8,7,5
5313.024,0,0,8,10,17,0,2,4,3,6
5313.536,1,1,3,12,16,1,1,3,5,10
5314.048,2,0,2,7,20,3,0,8,10,6
5314.56,1,1,6,8,20,2,0,2,9,7
5315.072,1,2,8,10,12,2,0,3,4,7
5315.584,0,1,3,14,20,1,1,5,8,7
5316.096,1,1,6,15,15,2,0,1,8,13
5316.608,0,0,3,14,16,1,3,4,8,11
5317.12,0,1,4,10,19,1,1,5,4,8
5317.632,0,1,6,5,23,0,1,2,7,7
5318.144,0,0,5,12,19,0,2,4,6,5
5318.656,0,2,6,10,13,0,3,5,1,13
5319.168,1,1,2,11,13,0,0,5,8,11
5319.68,1,0,3,6,21,1,1,4,1,7
5320.192,0,0,7,10,16,0,2,5,8,5
5320.704,0,1,6,7,19,1,0,4,6,6
5321.216,1,2,3,13,20,1,0,4,9,7
5321.728,0,2,1,9,12,0,1,6,11,3
5322.24,0,0,3,16,17,0,1,4,7,14
5322.752,1,1,4,9,27,0,2,3,2,4
5323.264,1,0,2,11,18,1,3,6,4,12
5323.776,0,1,1,10,20,1,0,2,9,9
5324.288,0,2,2,4,12,1,3,6,11,7
5324.8,1,1,6,12,20,2,0,4,11,9
5325.312,2,2,3,8,18,2,3,3,5,10
5325.824,1,0,9,8,20,0,0,7,12,7
5326.336,0,2,3,15,10,2,2,5,7,9
5326.848,3,0,5,11,22,1,2,1,8,11
5327.36,0,0,3,7,22,2,2,2,8,9
5327.872,1,0,1,7,13,1,0,6,11,5
5328.384,0,0,5,13,21,1,4,5,10,7
5328.896,1,0,2,5,23,0,5,4,6,12
5329.408,0,2,3,11,19,1,4,8,3,8
5329.92,0,0,3,9,19,1,2,2,8,9
5330.432,0,0,2,19,17,1,0,4,3,10
5330.944,1,2,2,20,18,1,3,0,2,4
5331.456,0,0,2,7,21,0,0,4,7,8
5331.968,0,0,5,9,13,0,0,3,7,10
5332.48,1,2,4,9,17,0,3,5,5,10
5332.992,0,0,1,10,13,0,1,3,3,9
5333.504,0,1,3,8,17,0,0,5,9,6
5334.016,0,2,6,15,20,1,1,2,12,8
5334.528,1,1,4,15,17,0,2,1,5,8
5335.04,0,1,7,10,12,0,1,5,7,3
5335.552,0,0,4,8,18,2,0,5,4,8
5336.064,0,0,4,10,16,2,1,6,11,7
5336.576,0,2,2,15,7,0,3,3,8,15
5337.088,1,1,3,11,21,1,2,7,1,7
5337.6,0,0,3,15,21,1,0,8,8,13
5338.112,0,0,9,10,8,0,1,4,8,13
5338.624,0,3,2,10,18,1,2,4,10,8
5339.136,0,1,1,7,21,0,0,3,6,6
5339.648,0,1,4,4,18,0,1,3,8,9
5340.16,1,1,3,8,25,0,2,4,7,3
5340.672,1,1,4,11,16,1,1,2,10,7
5341.184,0,2,5,12,18,0,1,6,5,6
5341.696,1,2,3,11,14,0,2,5,7,8
5342.208,2,2,8,12,14,0,1,2,5,9
5342.72,0,0,4,10,13,0,1,3,6,9
5343.232,0,0,4,8,14,1,2,1,6,12
5343.744,0,3,2,9,16,4,1,2,8,7
5344.256,0,2,5,9,18,0,1,2,4,4
5344.768,1,1,3,12,16,3,2,1,4,7
5345.28,0,0,4,14,18,1,0,6,7,6
5345.792,0,1,3,9,18,0,1,4,3,10
5346.304,0,2,4,8,19,3,2,3,8,12
5346.816,0,0,4,13,16,1,4,6,4,9
5347.328,0,1,3,2,17,1,2,0,4,8
5347.84,0,1,5,5,15,0,4,4,6,10
5348.352,0,0,4,9,15,1,6,4,13,7
5348.864,2,0,3,11,11,2,2,1,5,6
5349.376,1,2,3,8,19,0,3,6,4,8
5349.888,0,0,7,6,11,1,0,6,5,9
5350.4,1,0,6,13,19,0,1,2,6,16
5350.912,0,3,7,18,21,1,2,5,5,14
5351.424,0,1,8,14,19,0,2,0,6,6
5351.936,1,1,2,12,14,1,2,2,7,14
5352.448,0,3,2,9,21,0,2,3,7,7
5352.96,2,2,8,12,18,1,1,6,7,10
5353.472,0,1,2,11,15,0,2,2,7,6
5353.984,0,0,5,13,15,0,0,1,5,8
5354.496,1,0,5,10,13,1,2,2,5,8
5355.008,0,0,2,14,21,3,1,4,5,10
5355.52,1,3,0,10,22,1,0,3,3,8
5356.032,1,1,2,14,25,2,2,5,6,15
5356.544,0,0,6,6,14,0,2,2,9,10
5357.056,0,2,7,13,21,0,2,4,5,5
5357.568,1,3,5,12,19,1,2,2,3,11
5358.08,0,1,5,12,12,1,3,4,8,9
5358.592,2,2,2,7,12,0,3,8,8,10
5359.104,1,0,2,14,18,0,3,5,11,9
5359.616,2,0,3,15,19,0,1,5,3,4
5360.128,0,0,8,10,23,0,5,5,0,9
5360.64,0,0,2,7,25,0,1,5,8,10
5361.152,0,1,2,11,12,0,3,8,5,7
5361.664,0,0,4,8,19,0,2,1,5,9
5362.176,1,0,3,7,18,1,4,5,2,10
5362.688,0,1,4,5,15,0,1,3,12,9
5363.2,0,0,4,13,15,1,0,6,8,11
5363.712,3,3,1,5,17,1,0,1,4,10
5364.224,0,0,2,7,18,2,2,3,5,13
5364.736,1,2,4,9,23,0,1,5,5,8
5365.248,0,1,5,12,3,1,2,2,9,6
5365.76,0,1,6,9,21,0,4,3,7,9
5366.272,0,2,7,15,27,0,1,5,8,7
5366.784,0,3,5,19,14,0,4,3,3,11
5367.296,0,2,6,5,17,0,0,3,5,13
5367.808,0,0,2,12,15,0,1,3,8,6
5368.32,0,1,8,10,22,0,0,6,12,18
5368.832,1,1,3,8,24,1,1,3,6,14
5369.344,0,1,4,13,19,2,3,4,10,8
5369.856,1,0,4,9,21,0,0,4,7,12
5370.368,0,1,1,12,21,0,1,4,5,14
5370.88,0,2,6,7,15,0,1,4,7,8
5371.392,1,1,3,7,18,0,2,2,7,14
5371.904,0,1,2,10,18,1,1,4,2,8
5372.416,0,0,4,9,22,1,1,7,5,11
5372.928,0,0,4,5,14,1,1,4,13,9
5373.44,0,1,6,13,17,1,0,5,5,10
5373.952,1,3,1,9,18,1,3,1,7,7
5374.464,1,1,2,11,14,0,2,4,10,10
5374.976,0,1,3,7,12,0,1,6,7,8
5375.488,0,0,6,10,17,0,0,4,5,8
5376,1,4,5,9,17,0,1,0,5,10
5376.512,0,2,5,16,17,0,2,9,6,5
5377.024,1,0,5,9,19,1,0,4,3,5
5377.536,1,2,3,9,17,0,2,8,9,7
5378.048,1,2,5,13,16,1,1,4,7,8
5378.56,0,2,6,14,18,3,1,3,7,3
5379.072,0,2,3,15,17,0,0,4,4,12
5379.584,0,0,5,13,17,0,2,5,7,8
5380.096,1,3,3,17,17,0,1,2,6,9
5380.608,1,1,3,10,13,0,1,3,6,7
5381.12,1,0,4,3,14,0,2,3,6,7
5381.632,0,0,5,15,20,0,0,3,8,8
5382.144,1,1,4,8,22,0,2,5,4,11
5382.656,0,1,4,13,15,0,0,4,8,12
5383.168,0,2,2,6,18,0,3,4,7,7
5383.68,0,3,5,7,26,0,1,6,5,9
5384.192,1,1,7,14,27,0,4,6,5,9
5384.704,1,3,2,10,16,0,1,7,8,3
5385.216,0,0,6,16,15,0,1,5,5,7
5385.728,1,0,5,12,17,1,1,5,5,9
5386.24,0,1,7,7,23,0,0,5,11,9
5386.752,2,2,9,9,16,0,2,6,6,9
5387.264,0,1,5,9,20,1,0,6,5,6
5387.776,0,0,6,8,21,1,2,3,5,10
5388.288,2,3,3,11,19,2,2,7,7,12
5388.8,0,0,2,13,14,0,2,5,10,6
5389.312,0,0,3,13,16,2,1,4,8,5
5389.824,0,1,4,15,18,2,1,1,1,9
5390.336,1,2,2,7,16,1,1,2,8,14
5390.848,0,0,1,14,16,1,0,8,9,9
5391.36,0,2,4,9,16,0,1,4,7,8
5391.872,0,2,3,13,18,0,2,6,6,8
5392.384,0,2,2,12,20,0,1,7,1,9
5392.896,0,0,4,9,16,2,1,3,9,8
5393.408,0,1,3,7,17,2,0,2,2,9
5393.92,0,3,1,13,22,0,0,3,6,6
5394.432,0,0,3,15,16,0,2,6,5,7
5394.944,0,2,7,8,17,0,1,5,5,14
5395.456,0,3,4,12,17,0,1,4,7,10
5395.968,1,0,9,11,20,0,1,4,4,7
5396.48,2,0,4,14,16,0,0,5,4,11
5396.992,1,1,4,11,12,0,2,4,5,11
5397.504,0,1,4,17,11,3,1,3,9,13
5398.016,0,2,2,8,9,0,1,4,4,10
5398.528,1,1,5,8,14,0,4,4,5,10
5399.04,0,2,4,12,21,1,1,2,4,6
5399.552,1,1,2,8,13,0,0,4,7,6
5400.064,0,3,7,8,20,1,1,3,7,8
5400.576,0,1,5,12,26,0,2,8,8,10
5401.088,0,1,0,7,19,4,1,6,8,13
5401.6,0,0,4,13,22,0,4,2,4,9
5402.112,0,3,3,8,17,1,5,1,3,6
5402.624,0,1,4,8,16,0,1,4,9,9
5403.136,0,0,5,7,16,0,2,3,8,14
5403.648,0,3,5,5,16,1,2,7,9,11
5404.16,0,1,2,8,11,0,2,7,6,12
5404.672,0,1,2,10,23,1,0,4,8,13
5405.184,2,3,4,12,19,0,1,3,9,13
5405.696,1,1,7,6,21,0,4,6,10,12
5406.208,0,1,2,6,14,0,2,5,7,5
5406.72,1,1,5,7,14,1,0,3,4,8
5407.232,1,2,2,9,23,1,1,3,5,10
5407.744,0,1,2,10,24,1,0,3,8,11
5408.256,1,3,5,7,16,1,3,6,5,12
5408.768,1,1,5,10,14,0,3,5,8,8
5409.28,0,0,2,9,21,2,1,4,6,13
5409.792,0,2,6,6,13,0,1,3,6,6
5410.304,3,0,2,12,18,0,1,5,5,10
5410.816,0,1,2,10,12,1,2,5,3,8
5411.328,1,1,4,11,15,0,2,2,7,9
5411.84,0,3,4,13,21,0,2,4,3,10
5412.352,1,0,6,12,18,0,3,4,5,6
5412.864,2,1,6,12,19,1,0,11,9,6
5413.376,1,0,6,12,20,0,2,3,0,9
5413.888,0,1,4,11,17,0,3,4,3,8
5414.4,0,1,4,6,18,0,1,3,10,7
5414.912,1,2,2,11,14,0,1,3,7,9
5415.424,0,3,4,5,12,3,1,2,9,7
5415.936,0,2,2,4,19,0,1,1,5,10
5416.448,0,2,6,6,19,0,1,6,5,8
5416.96,0,3,8,10,23,3,2,4,4,7
5417.472,0,2,6,6,14,0,4,5,4,8
5417.984,0,0,3,9,20,0,1,4,8,6
5418.496,2,1,7,11,16,0,1,2,8,5
5419.008,0,1,3,13,19,0,0,4,3,10
5419.52,0,2,2,6,15,1,5,2,9,6
5420.032,0,1,4,14,17,0,1,5,5,7
5420.544,0,1,9,8,26,0,1,4,9,13
5421.056,0,1,4,12,21,0,1,6,6,11
5421.568,0,2,3,8,20,0,2,5,4,4
5422.08,0,1,4,7,21,0,2,1,1,10
5422.592,0,0,10,13,16,1,2,6,6,6
5423.104,0,1,7,5,22,0,2,8,12,5
5423.616,0,1,4,15,18,0,2,5,9,10
5424.128,0,1,5,10,14,2,2,6,6,8
5424.64,0,2,3,9,21,0,0,5,10,7
5425.152,2,0,6,5,19,1,1,6,2,10
5425.664,0,2,13,7,20,0,0,3,5,7
5426.176,0,1,6,10,15,2,1,6,7,8
5426.688,0,0,4,8,21,0,0,1,14,12
5427.2,0,0,5,7,13,2,1,4,7,3
5427.712,0,0,7,4,11,0,0,6,5,14
5428.224,1,1,1,14,13,0,1,4,5,6
5428.736,0,0,2,15,20,1,1,1,8,7
5429.248,0,2,6,6,14,0,1,5,3,8
5429.76,0,2,6,12,13,1,0,4,11,8
5430.272,0,1,2,7,9,0,3,2,4,10
5430.784,1,3,6,5,12,0,1,6,7,5
5431.296,0,3,5,12,15,0,0,4,8,7
5431.808,0,1,3,9,12,0,0,5,5,11
5432.32,0,0,3,12,28,1,1,8,3,9
5432.832,1,3,4,11,16,1,0,4,9,13
5433.344,0,1,5,6,22,0,4,3,10,5
5433.856,1,1,7,7,18,1,1,4,7,9
5434.368,1,1,3,8,18,0,1,5,5,10
5434.88,1,1,5,8,22,0,4,2,7,13
5435.392,0,1,6,10,14,1,1,2,4,9
5435.904,0,0,3,8,11,0,2,4,8,10
5436.416,2,2,5,15,27,1,0,7,5,9
5436.928,1,0,3,6,15,0,1,4,5,7
5437.44,1,1,4,4,11,1,2,7,6,11
5437.952,0,1,3,14,19,1,2,4,7,3
5438.464,0,1,4,15,20,1,1,3,10,6
5438.976,0,0,2,12,15,1,1,2,7,12
5439.488,0,1,2,10,14,1,2,6,9,12
5440,1,1,0,10,24,1,2,3,8,16
5440.512,1,1,3,11,13,1,0,2,5,5
5441.024,0,0,0,9,13,0,3,3,10,4
5441.536,0,0,3,9,19,2,2,6,6,8
5442.048,1,1,7,16,17,0,0,8,6,15
5442.56,1,3,6,14,21,1,3,2,4,8
5443.072,0,4,7,13,17,0,1,4,6,13
5443.584,0,1,3,3,21,0,2,6,5,4
5444.096,0,3,6,11,16,1,1,4,10,13
5444.608,0,2,4,16,21,1,3,1,7,6
5445.12,0,1,3,8,15,0,3,4,8,11
5445.632,0,3,4,12,21,4,2,3,6,12
5446.144,0,4,5,9,12,1,1,3,15,10
5446.656,0,1,2,11,15,0,5,1,10,12
5447.168,0,0,2,4,8,0,2,1,6,7
5447.68,0,0,0,12,17,0,1,3,6,9
5448.192,1,2,3,11,13,1,2,2,6,8
5448.704,1,0,3,8,19,0,2,5,5,13
5449.216,0,1,2,7,16,0,1,3,6,5
5449.728,0,2,6,8,20,2,0,1,12,10
5450.24,0,1,3,10,17,0,2,5,9,6
5450.752,1,2,2,12,20,1,3,4,7,10
5451.264,0,0,6,14,15,0,1,1,4,10
5451.776,1,0,2,9,12,0,2,4,6,8
5452.288,0,0,1,11,14,0,1,5,11,7
5452.8,1,1,3,3,10,0,2,3,8,12
5453.312,1,3,1,9,20,1,2,6,4,10
5453.824,0,1,7,8,15,1,0,2,5,10
5454.336,0,1,4,13,24,0,0,4,5,4
5454.848,0,2,5,14,19,2,1,4,6,9
5455.36,1,0,6,11,23,1,2,3,4,5
5455.872,1,1,6,6,18,1,1,3,6,10
5456.384,1,1,6,13,12,1,3,1,6,12
5456.896,0,1,3,11,22,1,1,6,7,10
5457.408,1,2,3,13,20,1,0,5,7,7
5457.92,0,0,4,11,22,0,0,5,6,6
5458.432,0,0,3,11,16,0,0,1,7,11
5458.944,0,2,6,15,20,1,1,4,6,8
5459.456,0,0,2,6,20,0,2,7,9,8
5459.968,1,1,2,6,12,1,0,3,4,11
5460.48,2,1,1,13,8,2,2,2,4,11
5460.992,2,3,5,8,16,1,0,5,6,12
5461.504,0,2,3,13,19,3,0,6,5,8
5462.016,0,0,7,12,16,2,1,3,6,12
5462.528,0,0,3,6,15,1,1,3,8,8
5463.04,0,0,5,8,18,2,3,0,6,14
5463.552,0,1,2,15,9,0,0,5,9,6
5464.064,0,0,4,7,18,0,4,4,9,6
5464.576,1,1,1,9,14,3,2,2,4,8
5465.088,1,3,4,11,19,0,3,6,5,9
5465.6,0,0,4,6,12,0,1,1,6,8
5466.112,0,1,6,5,18,0,1,3,5,6
5466.624,1,2,2,6,10,0,1,9,8,12
5467.136,1,1,3,11,16,0,2,4,5,10
5467.648,1,1,6,5,23,0,1,1,6,12
5468.16,0,1,2,10,19,1,0,3,5,8
5468.672,1,2,1,13,22,0,0,3,7,6
5469.184,0,1,4,12,11,2,4,7,10,6
5469.696,0,1,6,14,18,1,3,5,8,12
5470.208,2,0,1,5,19,2,3,4,4,15
5470.72,0,1,5,10,18,0,0,7,7,8
5471.232,0,0,2,11,19,0,0,0,8,9
5471.744,0,1,2,9,22,1,0,6,4,6
5472.256,0,2,1,8,17,2,3,4,6,6
5472.768,1,2,4,13,16,2,1,4,5,10
5473.28,1,0,0,9,15,0,0,5,3,12
5473.792,0,0,7,12,20,0,1,6,6,8
5474.304,0,0,8,9,14,0,1,1,2,8
5474.816,0,2,3,5,24,0,1,7,5,8
5475.328,0,1,1,10,21,0,0,3,5,12
5475.84,2,1,4,9,20,0,1,2,7,15
5476.352,0,0,1,17,16,0,1,7,6,12
5476.864,0,1,4,15,21,1,3,1,5,7
5477.376,1,1,3,8,23,2,2,5,5,8
5477.888,2,0,4,12,20,3,1,2,5,8
5478.4,1,0,2,9,25,1,0,8,7,7
5478.912,0,0,3,15,13,0,1,4,7,6
5479.424,0,2,5,14,16,1,2,4,5,5
5479.936,0,0,6,7,22,0,0,2,5,9
5480.448,0,1,6,11,17,0,2,5,8,14
5480.96,1,0,7,12,14,0,1,3,4,10
5481.472,1,0,4,6,13,2,1,3,5,10
5481.984,1,1,4,13,17,2,1,1,10,11
5482.496,0,2,4,8,16,0,1,4,7,9
5483.008,0,0,7,5,21,1,2,5,4,10
5483.52,0,4,6,11,17,1,3,8,5,10
5484.032,1,3,4,12,22,0,1,4,7,13
5484.544,0,2,4,12,14,1,0,3,10,7
5485.056,0,1,2,7,13,0,4,6,4,10
5485.568,0,0,3,11,12,2,1,5,9,6
5486.08,1,1,3,8,17,0,0,2,3,7
5486.592,0,1,6,20,21,0,1,4,3,8
5487.104,1,1,3,7,16,0,3,8,7,14
5487.616,0,2,8,10,11,2,3,2,10,6
5488.128,0,1,3,7,25,1,2,4,8,11
5488.64,1,3,5,4,25,0,4,5,8,7
5489.152,0,3,3,11,17,0,2,2,5,8
5489.664,0,0,1,7,16,1,1,2,6,9
5490.176,0,0,3,12,19,0,0,4,7,8
5490.688,0,1,3,9,14,0,2,7,11,8
5491.2,1,1,1,17,21,0,2,3,3,15
5491.712,0,2,1,8,20,2,2,6,8,5
5492.224,1,0,6,12,14,1,0,5,4,10
5492.736,0,3,6,13,13,0,0,3,3,16
5493.248,1,1,5,7,21,0,1,3,8,10
5493.76,0,1,1,5,19,1,2,6,4,10
5494.272,2,0,4,6,23,1,1,6,6,8
5494.784,0,5,6,11,23,1,3,2,12,5
5495.296,0,0,6,8,15,1,1,0,5,10
5495.808,0,0,6,12,11,0,1,7,12,7
5496.32,0,2,3,6,16,2,3,5,8,12
5496.832,1,2,8,14,20,2,1,3,10,6
5497.344,0,2,7,8,25,2,2,4,7,6
5497.856,0,0,5,4,13,1,1,7,6,8
5498.368,1,0,5,9,12,0,3,3,6,17
5498.88,0,1,6,6,24,0,0,2,10,3
5499.392,0,2,3,4,17,0,2,7,4,15
5499.904,0,2,2,14,18,0,1,6,9,8
5500.416,0,0,5,18,14,2,2,5,9,6
5500.928,1,1,6,9,18,0,3,3,12,10
5501.44,0,3,3,10,17,1,0,1,4,7
5501.952,0,1,7,5,24,0,2,3,11,6
5502.464,2,1,1,10,18,2,2,2,5,10
5502.976,0,2,6,12,21,0,1,2,3,10
5503.488,0,0,2,9,17,1,0,3,6,13
5504,0,1,4,7,20,0,1,4,4,15
5504.512,0,1,5,7,15,1,5,5,6,4
5505.024,0,0,6,6,26,0,2,4,9,8
5505.536,1,4,5,6,19,1,1,4,7,6
5506.048,0,2,4,9,20,0,3,3,9,8
5506.56,0,1,3,9,17,0,1,5,6,8
5507.072,0,2,8,13,23,0,1,6,9,9
5507.584,2,0,2,6,17,1,2,4,3,4
5508.096,0,0,6,8,13,0,2,1,9,7
5508.608,0,0,4,7,18,1,3,6,6,10
5509.12,0,2,7,11,14,1,1,3,5,8
5509.632,0,1,1,13,15,1,1,4,7,8
5510.144,0,0,3,8,21,0,0,2,11,7
5510.656,1,2,5,11,11,0,0,6,8,11
5511.168,0,0,5,12,14,0,2,8,3,9
5511.68,0,1,3,8,17,0,0,4,5,7
5512.192,1,1,4,7,11,1,0,4,6,4
5512.704,0,0,0,11,10,0,4,7,8,7
5513.216,0,1,5,10,21,0,3,4,10,5
5513.728,0,3,7,8,16,0,2,4,6,6
5514.24,1,1,4,8,20,1,2,4,12,10
5514.752,2,0,1,8,28,0,4,2,6,7
5515.264,1,1,7,8,19,1,2,3,9,11
5515.776,0,0,7,13,23,0,0,3,6,4
5516.288,0,0,2,13,21,0,2,2,6,6
5516.8,0,1,4,11,20,0,0,1,3,8
5517.312,3,2,2,14,17,0,0,3,3,9
5517.824,2,1,3,12,24,1,3,4,7,7
5518.336,0,1,2,8,22,0,0,8,9,8
5518.848,1,0,3,10,18,0,2,4,2,15
5519.36,1,2,4,7,20,0,2,3,10,10
5519.872,2,0,6,7,17,0,0,5,5,7
5520.384,0,0,5,8,15,0,0,1,6,12
5520.896,0,0,5,8,19,0,1,6,10,8
5521.408,0,2,1,8,20,1,2,5,7,8
5521.92,0,4,5,5,22,0,0,0,9,3
5522.432,0,0,3,12,19,1,0,0,12,14
5522.944,0,2,8,8,25,0,2,3,6,7
5523.456,0,2,5,14,15,0,2,7,11,8
5523.968,0,2,2,13,14,0,2,2,3,14
5524.48,0,4,3,9,24,0,1,6,9,11
5524.992,0,0,5,13,16,1,0,3,8,6
5525.504,0,3,5,11,21,0,1,6,8,8
5526.016,1,0,5,9,21,0,0,7,6,8
5526.528,1,0,2,12,15,0,2,3,9,9
5527.04,0,1,3,8,17,0,2,4,5,4
5527.552,1,2,2,11,16,1,0,4,10,8
5528.064,0,2,3,12,16,1,1,7,9,5
5528.576,0,1,2,7,15,0,1,4,11,9
5529.088,0,0,4,10,17,0,2,5,9,8
5529.6,1,1,3,9,18,2,1,2,6,8
5530.112,0,2,3,12,16,2,3,4,4,8
5530.624,1,1,6,14,14,0,0,6,6,9
5531.136,2,3,3,12,16,1,3,3,9,8
5531.648,0,1,3,5,25,1,2,6,4,7
5532.16,0,1,8,8,14,0,2,4,2,6
5532.672,1,1,5,6,14,1,1,2,6,6
5533.184,0,1,3,8,15,0,2,4,4,11
5533.696,0,1,4,8,19,0,1,2,4,10
5534.208,0,1,6,4,23,0,1,4,5,12
5534.72,0,0,3,6,17,0,2,5,6,9
5535.232,0,0,1,10,12,0,3,2,4,9
5535.744,0,2,7,14,21,0,1,3,9,7
5536.256,0,2,2,12,11,2,2,4,7,13
5536.768,0,0,3,7,17,1,1,3,5,9
5537.28,1,3,5,7,15,1,3,4,5,4
5537.792,1,1,1,11,23,1,0,4,8,11
5538.304,0,2,7,15,17,0,0,5,7,9
5538.816,0,0,6,9,15,1,1,2,3,12
5539.328,0,0,2,7,20,2,2,6,5,11
5539.84,1,0,5,11,15,0,1,2,7,12
5540.352,0,0,2,8,16,0,1,6,5,11
5540.864,0,0,5,13,17,0,4,1,8,15
5541.376,0,0,7,9,16,0,1,2,6,7
5541.888,0,1,4,9,16,1,2,2,6,10
5542.4,0,0,7,7,9,2,2,6,7,6
5542.912,0,1,6,8,16,0,1,5,3,11
5543.424,0,1,5,13,15,1,1,4,13,7
5543.936,2,1,5,7,17,1,1,6,4,9
5544.448,0,0,4,9,9,0,2,3,10,7
5544.96,0,1,6,16,12,2,3,5,6,12
5545.472,1,0,2,10,19,0,2,10,12,4
5545.984,0,1,5,9,11,0,1,1,5,6
5546.496,0,0,5,11,18,0,2,8,9,7
5547.008,0,1,3,7,10,0,1,4,7,6
5547.52,0,1,6,8,16,0,0,5,13,10
5548.032,1,1,6,10,17,0,3,3,3,9
5548.544,0,1,1,15,18,0,4,3,5,10
5549.056,0,0,6,8,11,0,1,4,5,5
5549.568,2,2,2,10,15,2,0,8,4,10
5550.08,0,2,2,11,17,0,3,2,5,13
5550.592,0,1,2,16,11,1,0,1,2,8
5551.104,0,1,2,8,15,0,1,4,7,13
5551.616,0,0,6,7,11,1,0,5,6,5
5552.128,0,2,2,11,12,2,0,2,6,6
5552.64,0,0,4,7,10,1,1,6,6,9
5553.152,3,0,4,5,15,0,4,4,7,13
5553.664,1,2,4,5,24,2,5,3,7,10
5554.176,0,0,0,9,11,0,1,4,7,7
5554.688,1,1,4,16,14,1,0,6,4,9
5555.2,0,2,0,11,20,1,2,1,5,5
5555.712,2,2,3,5,23,0,0,1,8,10
5556.224,1,1,3,10,16,0,1,5,6,7
5556.736,1,1,3,14,14,0,1,1,7,8
5557.248,1,0,5,7,17,0,1,2,9,2
5557.76,0,1,5,10,11,0,1,3,8,8
5558.272,3,2,4,9,14,1,1,5,5,4
5558.784,0,0,4,2,17,0,1,2,10,6
5559.296,0,0,10,7,18,0,1,2,6,16
5559.808,1,3,3,11,18,0,0,5,7,12
5560.32,0,1,2,7,19,0,1,3,4,7
5560.832,0,0,5,10,14,0,1,1,5,6
5561.344,2,1,2,17,16,2,2,4,7,13
5561.856,0,0,4,14,22,1,1,8,10,5
5562.368,0,1,3,12,15,0,1,6,9,8
5562.88,4,0,8,11,10,1,3,6,4,8
5563.392,0,2,3,13,21,0,2,3,12,10
5563.904,0,1,2,11,17,0,1,4,4,11
5564.416,0,1,4,8,16,0,1,0,7,10
5564.928,0,0,0,9,18,1,2,4,6,15
5565.44,1,0,3,13,19,0,3,5,9,7
5565.952,2,0,6,1,19,1,0,5,8,11
5566.464,0,1,3,10,14,0,0,2,8,11
5566.976,0,0,3,6,20,0,4,4,8,9
5567.488,0,2,5,10,15,1,0,4,2,10
5568,1,0,2,7,18,1,4,9,5,6
5568.512,0,0,4,4,17,1,0,5,9,8
5569.024,0,2,3,8,23,1,1,5,5,12
5569.536,1,0,6,10,19,0,3,6,7,8
5570.048,0,0,4,11,13,0,1,1,5,11
5570.56,0,0,4,6,9,0,3,4,4,11
5571.072,2,1,6,4,11,1,3,7,8,14
