,Ref,,,,,APTMS,,,,
Time,100pc10int,50pc10int,50pc7int,50pc6int,10pct7int,100pct10int,50pct10int,50pct7int,50pct6int,10pct7int
5001.216,0,2,1,13,11,0,1,4,14,6
5001.728,0,2,6,9,21,0,3,3,12,6
5002.24,0,3,6,15,29,1,7,3,7,11
5002.752,1,3,8,13,11,0,5,5,4,16
5003.264,1,1,3,11,25,0,2,2,3,15
5003.776,1,1,5,14,23,2,3,3,4,12
5004.288,0,0,5,11,17,2,2,6,7,9
5004.8,0,2,1,16,13,0,1,6,6,12
5005.312,0,2,5,6,16,1,1,5,8,8
5005.824,2,2,5,11,20,1,0,8,6,15
5006.336,0,2,9,12,14,0,1,5,3,8
5006.848,0,1,2,17,16,0,2,6,7,12
5007.36,0,0,6,6,19,0,1,9,7,8
5007.872,1,0,8,9,11,0,1,6,6,13
5008.384,0,1,2,13,17,0,0,6,4,10
5008.896,1,2,6,10,19,0,1,4,5,7
5009.408,1,1,3,9,20,1,0,10,8,10
5009.92,1,1,3,9,24,0,0,3,7,11
5010.432,0,0,5,11,13,1,5,7,12,9
5010.944,0,2,5,16,18,1,2,8,5,9
5011.456,0,2,6,7,19,0,2,7,7,13
5011.968,0,1,5,12,12,0,0,4,12,10
5012.48,0,0,6,8,16,1,1,6,3,8
5012.992,0,1,2,8,17,0,1,9,8,11
5013.504,1,1,2,16,14,0,2,4,11,9
5014.016,0,2,6,17,16,0,2,4,10,9
5014.528,0,2,8,7,15,0,0,2,9,10
5015.04,0,1,4,10,9,1,0,2,4,12
5015.552,1,1,4,10,15,1,2,4,4,8
5016.064,0,1,5,7,20,1,2,6,2,5
5016.576,1,0,5,8,21,0,1,2,8,9
5017.088,0,0,2,12,12,1,0,1,7,6
5017.6,0,1,4,8,16,1,0,7,4,9
5018.112,2,1,0,15,16,2,1,5,8,12
5018.624,0,0,2,5,22,2,1,2,7,7
5019.136,0,1,1,11,15,1,3,5,7,5
5019.648,1,1,4,4,16,2,4,6,5,13
5020.16,0,2,4,13,18,1,0,4,4,11
5020.672,0,0,5,11,17,0,2,7,5,11
5021.184,0,1,8,7,16,1,1,2,4,11
5021.696,2,2,7,14,13,1,0,3,10,4
5022.208,1,2,8,11,19,0,0,3,3,14
5022.72,0,2,6,12,15,1,2,1,9,11
5023.232,0,2,4,7,19,1,3,6,7,9
5023.744,0,0,5,8,20,0,2,5,5,13
5024.256,2,2,4,11,23,0,0,3,6,7
5024.768,1,1,4,9,21,2,1,2,5,4
5025.28,1,2,4,10,22,2,1,8,2,6
5025.792,1,1,7,7,22,1,0,2,10,19
5026.304,0,1,4,13,12,1,3,6,9,9
5026.816,2,1,3,14,21,1,1,5,7,11
5027.328,0,1,9,9,17,0,2,1,9,10
5027.84,3,0,7,12,14,0,4,5,9,10
5028.352,0,3,5,14,18,1,2,2,6,11
5028.864,0,3,7,12,19,1,3,5,5,4
5029.376,0,2,5,13,20,2,1,2,10,7
5029.888,1,4,3,12,18,1,0,2,3,13
5030.4,0,1,5,7,16,1,1,2,6,11
5030.912,2,0,3,14,17,2,0,5,3,11
5031.424,1,1,3,18,23,1,1,5,3,11
5031.936,2,2,5,6,21,0,0,5,6,11
5032.448,0,3,2,11,14,1,2,5,7,9
5032.96,0,2,4,14,17,0,2,6,8,7
5033.472,0,1,6,8,23,2,1,5,10,11
5033.984,1,1,8,16,15,0,3,5,10,8
5034.496,1,2,6,18,15,1,2,6,11,10
5035.008,0,1,2,11,19,1,0,3,6,8
5035.52,1,1,3,14,14,0,2,7,4,16
5036.032,0,0,5,9,27,0,0,4,6,10
5036.544,0,0,4,12,16,0,2,7,10,8
5037.056,1,4,5,12,18,1,2,6,7,12
5037.568,0,2,4,10,13,0,0,6,4,9
5038.08,1,1,8,15,19,0,1,2,3,12
5038.592,1,1,9,9,24,0,1,6,4,13
5039.104,0,1,6,10,23,1,1,3,8,10
5039.616,0,1,4,9,13,0,2,4,10,12
5040.128,0,1,3,15,14,2,2,3,7,12
5040.64,1,1,2,15,21,1,2,5,7,7
5041.152,0,2,2,10,15,0,0,5,5,9
5041.664,1,2,5,9,19,1,1,3,8,8
5042.176,0,1,2,12,18,1,2,7,12,9
5042.688,1,2,5,8,18,1,2,6,10,8
5043.2,1,1,2,8,15,1,2,6,3,7
5043.712,0,0,5,12,19,1,3,2,8,4
5044.224,0,3,6,10,16,2,1,1,4,9
5044.736,0,1,0,9,12,0,0,7,10,12
5045.248,1,3,3,8,19,0,3,4,8,7
5045.76,0,2,6,9,19,1,0,2,3,8
5046.272,0,0,3,5,22,1,2,2,6,9
5046.784,1,3,5,8,19,1,3,3,9,3
5047.296,0,0,6,10,10,1,0,5,9,8
5047.808,1,3,2,8,19,4,1,3,4,8
5048.32,0,0,6,9,13,1,1,4,7,10
5048.832,0,1,5,8,26,0,2,3,8,3
5049.344,0,1,4,8,20,0,1,3,8,13
5049.856,0,4,4,12,20,0,0,3,4,7
5050.368,1,2,7,8,17,3,0,2,6,8
5050.88,0,1,6,10,15,1,2,7,7,7
5051.392,1,0,2,10,22,2,2,7,4,11
5051.904,0,0,4,6,13,4,3,4,7,5
5052.416,0,0,1,12,18,0,0,6,7,8
5052.928,2,1,4,7,15,1,3,5,5,12
5053.44,0,1,4,10,24,0,5,4,10,11
5053.952,0,2,4,17,14,1,3,4,5,8
5054.464,0,0,6,8,21,0,3,5,6,7
5054.976,0,1,4,7,17,1,2,3,6,12
5055.488,0,0,3,12,13,0,1,1,12,13
5056,1,0,2,9,12,0,1,2,11,10
5056.512,0,1,5,10,17,0,1,5,7,10
5057.024,1,1,5,12,19,2,2,4,4,6
5057.536,1,1,7,14,17,0,1,3,8,6
5058.048,1,1,3,8,17,1,1,3,5,7
5058.56,1,1,3,15,20,2,0,6,4,9
5059.072,1,3,4,11,20,0,3,3,5,11
5059.584,1,1,3,11,17,1,1,3,9,12
5060.096,0,2,1,11,28,1,2,1,8,13
5060.608,0,0,4,8,16,0,1,4,11,9
5061.12,0,2,6,6,15,3,1,8,6,7
5061.632,1,1,4,5,19,0,1,2,8,9
5062.144,0,3,4,16,18,1,1,1,9,9
5062.656,0,0,6,7,16,0,2,3,6,13
5063.168,0,2,3,8,23,0,0,4,5,15
5063.68,1,2,3,10,17,1,1,3,8,12
5064.192,0,2,4,10,25,0,1,4,5,11
5064.704,2,3,1,7,21,2,1,2,7,9
5065.216,0,1,3,4,20,1,1,3,11,8
5065.728,0,1,5,4,12,1,3,3,4,11
5066.24,0,0,2,13,20,1,0,2,13,10
5066.752,1,2,5,10,19,0,4,4,6,13
5067.264,0,1,1,10,21,0,0,2,7,5
5067.776,0,1,2,14,23,3,1,5,7,12
5068.288,0,2,4,7,20,1,0,6,9,8
5068.8,0,2,5,11,22,1,2,4,7,13
5069.312,1,0,4,14,14,0,2,6,9,12
5069.824,1,0,6,12,32,1,2,4,4,8
5070.336,2,0,4,12,12,0,5,5,5,17
5070.848,2,0,3,8,21,1,4,5,6,12
5071.36,1,0,5,8,16,0,0,3,9,11
5071.872,1,1,3,9,14,1,2,4,9,8
5072.384,0,1,7,18,24,0,3,6,4,11
5072.896,1,2,2,13,23,1,1,3,8,6
5073.408,2,0,1,14,15,0,2,5,7,13
5073.92,1,0,2,9,11,1,0,5,8,11
5074.432,1,1,3,10,15,0,2,5,6,8
5074.944,0,1,8,8,14,0,3,4,5,6
5075.456,0,0,4,11,21,1,1,4,9,11
5075.968,0,1,4,16,20,0,3,1,8,16
5076.48,0,7,4,8,16,0,1,5,7,12
5076.992,1,1,11,18,23,2,1,4,9,11
5077.504,1,1,3,12,21,0,1,9,5,5
5078.016,1,2,2,13,21,0,1,4,7,11
5078.528,0,1,6,8,17,0,4,8,3,10
5079.04,0,1,2,9,20,0,2,4,6,12
5079.552,1,1,4,12,21,1,1,6,13,10
5080.064,1,0,6,7,22,0,1,2,3,7
5080.576,0,0,3,8,20,0,3,3,4,8
5081.088,0,3,3,14,16,0,1,4,8,12
5081.6,1,0,8,9,24,1,2,4,8,9
5082.112,0,2,3,16,10,0,0,5,7,7
5082.624,0,5,7,15,12,1,1,2,6,6
5083.136,0,0,2,19,19,1,1,6,2,10
5083.648,1,0,4,9,17,0,2,3,12,9
5084.16,0,2,1,14,15,1,4,2,9,3
5084.672,0,3,4,12,18,0,1,6,10,11
5085.184,1,2,6,18,19,1,2,4,11,10
5085.696,0,1,8,8,22,1,1,3,9,12
5086.208,2,0,4,10,18,0,1,3,5,10
5086.72,1,0,10,10,15,0,1,6,6,11
5087.232,0,1,1,12,19,0,0,3,6,8
5087.744,1,1,3,11,26,1,1,2,8,10
5088.256,1,0,2,12,16,1,1,6,8,9
5088.768,1,2,4,10,17,2,4,2,7,11
5089.28,2,1,6,12,16,0,2,5,8,11
5089.792,2,2,5,8,19,2,1,7,7,5
5090.304,1,2,3,10,19,0,1,6,6,8
5090.816,0,1,5,13,19,2,1,7,16,11
5091.328,0,2,4,14,21,1,1,4,6,7
5091.84,1,1,6,5,20,0,2,7,7,10
5092.352,1,0,2,4,23,0,1,7,10,9
5092.864,0,2,2,15,11,0,2,5,9,12
5093.376,0,2,4,13,21,1,2,2,9,12
5093.888,0,1,2,15,19,1,2,7,3,8
5094.4,0,4,5,11,24,0,1,5,6,23
5094.912,1,1,5,11,14,2,0,7,9,11
5095.424,0,2,10,11,14,0,0,4,6,5
5095.936,2,3,7,15,22,0,2,3,10,12
5096.448,1,2,3,10,18,3,1,3,8,6
5096.96,1,1,4,13,17,1,1,4,7,12
5097.472,1,1,4,12,15,1,3,5,4,5
5097.984,0,1,8,8,15,0,1,2,3,15
5098.496,0,2,2,16,16,0,0,5,4,5
5099.008,0,1,4,15,22,0,2,3,5,6
5099.52,0,2,7,7,14,0,0,2,7,20
5100.032,0,1,4,14,19,0,1,3,9,6
5100.544,0,2,5,10,22,1,2,7,5,9
5101.056,1,1,7,14,25,0,0,6,7,14
5101.568,0,3,3,16,18,0,0,5,11,9
5102.08,2,0,5,10,11,2,1,8,5,9
5102.592,0,0,8,9,15,0,0,5,9,11
5103.104,1,2,3,12,20,0,2,6,6,5
5103.616,0,1,3,10,21,1,3,2,3,7
5104.128,1,0,5,3,24,1,5,2,2,13
5104.64,0,1,6,12,11,0,1,5,7,11
5105.152,1,1,1,15,16,0,2,5,5,12
5105.664,1,0,4,10,17,0,2,4,5,8
5106.176,1,1,8,13,15,2,0,4,5,9
5106.688,1,3,5,14,10,5,2,4,11,9
5107.2,0,0,5,13,22,0,0,6,6,6
5107.712,1,0,2,11,23,0,2,6,4,7
5108.224,0,0,4,12,14,1,0,5,5,16
5108.736,0,0,10,12,12,2,1,7,4,11
5109.248,1,3,6,10,18,0,2,8,9,4
5109.76,1,0,2,14,14,1,4,4,1,9
5110.272,2,2,5,10,18,0,6,4,11,7
5110.784,0,1,5,10,8,2,4,6,8,12
5111.296,0,3,6,9,23,0,1,4,8,8
5111.808,0,1,2,10,19,2,3,11,4,12
5112.32,0,0,2,14,19,0,1,4,6,8
5112.832,0,0,3,6,15,1,0,4,9,9
5113.344,0,3,4,11,14,1,1,7,4,15
5113.856,0,2,2,9,16,0,1,8,5,8
5114.368,0,2,6,9,21,2,2,8,6,13
5114.88,1,0,5,13,20,1,1,3,10,9
5115.392,0,0,8,7,18,0,2,5,10,5
5115.904,1,2,6,9,9,1,0,7,13,8
5116.416,0,0,7,11,17,2,2,6,9,8
5116.928,0,0,6,11,13,0,1,3,8,9
5117.44,0,0,2,17,19,2,4,2,9,13
5117.952,0,0,5,8,15,1,0,7,12,3
5118.464,1,1,6,8,17,1,0,5,7,11
5118.976,0,4,6,13,19,0,1,5,5,9
5119.488,0,1,6,6,21,2,2,2,12,5
5120,1,0,6,11,15,1,2,4,7,10
5120.512,0,4,5,8,11,1,2,5,3,10
5121.024,0,1,8,12,16,1,2,3,11,11
5121.536,0,0,3,11,19,1,3,2,4,11
5122.048,1,3,6,9,15,0,0,2,7,15
5122.56,0,1,1,9,17,1,2,3,10,9
5123.072,0,1,7,12,18,1,0,4,5,4
5123.584,1,0,3,12,10,1,1,5,1,13
5124.096,0,0,6,9,22,1,3,1,4,11
5124.608,0,2,4,12,16,1,2,5,8,9
5125.12,1,0,8,14,15,1,2,2,6,9
5125.632,2,0,4,12,22,0,2,2,6,7
5126.144,1,0,5,7,14,2,3,3,8,9
5126.656,0,1,4,11,15,0,3,5,11,7
5127.168,1,2,7,8,24,2,2,3,6,11
5127.68,0,3,3,14,23,1,1,4,7,9
5128.192,0,1,6,10,15,2,1,10,1,11
5128.704,0,0,9,5,15,2,3,2,9,12
5129.216,0,3,4,8,17,0,0,6,9,13
5129.728,0,1,1,5,12,0,0,3,5,13
5130.24,0,2,3,10,14,0,0,4,8,8
5130.752,0,1,3,15,17,0,2,3,4,9
5131.264,1,0,6,9,13,1,1,5,7,9
5131.776,1,0,2,11,20,1,2,5,7,11
5132.288,0,1,5,5,14,0,2,7,5,9
5132.8,0,1,6,8,15,0,1,6,10,9
5133.312,1,0,5,11,21,1,1,9,6,14
5133.824,0,1,5,14,16,0,1,6,8,10
5134.336,0,2,5,8,16,1,1,4,7,13
5134.848,1,1,5,14,15,1,3,2,4,12
5135.36,0,2,5,11,18,1,0,5,7,11
5135.872,0,1,4,10,14,0,1,4,5,5
5136.384,0,0,8,9,16,0,3,4,7,9
5136.896,0,0,7,13,25,0,0,4,4,15
5137.408,1,6,6,9,21,0,0,4,3,9
5137.92,0,0,2,8,20,1,2,4,8,4
5138.432,1,0,1,7,22,2,1,4,5,14
5138.944,1,1,3,6,15,0,4,3,3,10
5139.456,0,1,8,8,11,0,0,3,5,6
5139.968,0,0,6,9,16,0,1,9,6,15
5140.48,0,1,3,12,18,0,1,3,15,14
5140.992,0,2,7,9,13,0,3,5,8,8
5141.504,0,1,6,7,13,0,1,6,4,4
5142.016,0,0,5,11,13,1,2,8,5,4
5142.528,0,2,5,11,20,0,1,3,6,10
5143.04,0,0,2,13,20,0,2,0,4,8
5143.552,0,0,8,8,13,0,1,4,4,9
5144.064,0,1,4,10,18,0,2,0,7,11
5144.576,1,3,3,8,24,0,2,0,7,4
5145.088,1,0,8,9,15,0,2,3,7,14
5145.6,1,1,0,11,25,0,0,4,11,14
5146.112,2,2,5,6,20,1,5,2,9,5
5146.624,0,2,3,9,17,1,1,2,13,8
5147.136,0,3,3,10,22,0,1,2,7,11
5147.648,2,0,5,7,17,1,1,3,6,8
5148.16,0,1,3,13,21,1,3,6,3,5
5148.672,0,3,6,5,5,0,1,5,2,10
5149.184,1,2,5,9,14,2,1,4,10,9
5149.696,2,1,4,8,20,0,1,7,5,4
5150.208,0,1,7,5,13,1,0,8,8,8
5150.72,1,4,3,9,15,0,1,3,7,15
5151.232,0,2,6,7,19,2,0,1,8,13
5151.744,1,1,5,11,17,0,2,3,10,6
5152.256,0,1,2,10,17,0,3,4,5,10
5152.768,1,2,4,16,23,1,2,9,7,11
5153.28,0,2,4,12,18,1,2,7,6,15
5153.792,0,0,2,9,14,1,2,4,6,9
5154.304,1,0,8,17,20,0,3,5,7,7
5154.816,0,3,4,12,22,0,1,5,5,8
5155.328,0,2,4,15,9,2,0,7,6,16
5155.84,0,2,2,8,15,1,0,2,5,11
5156.352,1,2,1,8,18,1,1,3,3,10
5156.864,0,1,5,11,14,1,1,6,5,6
5157.376,0,2,2,11,21,0,1,3,9,12
5157.888,1,4,2,6,13,0,1,4,6,10
5158.4,0,1,3,11,27,2,3,4,5,6
5158.912,0,0,4,9,23,1,0,5,5,13
5159.424,1,3,5,7,17,0,4,7,5,10
5159.936,1,1,3,11,14,1,1,7,10,9
5160.448,1,3,2,9,18,1,2,2,4,9
5160.96,0,4,1,16,26,1,1,5,6,8
5161.472,0,1,2,11,13,0,0,3,9,13
5161.984,0,1,2,13,21,1,2,7,8,7
5162.496,0,1,4,8,16,1,1,2,12,11
5163.008,1,1,3,12,15,0,1,6,7,15
5163.52,0,0,0,8,14,1,2,4,8,10
5164.032,0,1,5,11,21,0,0,9,4,13
5164.544,0,1,3,15,23,1,1,5,8,7
5165.056,0,0,4,11,22,0,2,2,8,5
5165.568,0,2,6,11,24,0,3,5,5,12
5166.08,0,1,4,16,19,0,2,4,9,9
5166.592,2,2,2,7,15,0,3,5,9,11
5167.104,0,1,4,9,16,0,1,5,6,8
5167.616,0,3,5,8,14,1,4,5,5,11
5168.128,0,1,6,11,9,1,0,6,6,8
5168.64,0,1,3,18,14,1,0,4,6,5
5169.152,0,1,4,11,23,0,1,4,4,4
5169.664,0,1,3,15,24,2,1,7,7,12
5170.176,0,1,7,12,22,0,1,5,12,7
5170.688,0,2,5,7,24,1,1,6,2,14
5171.2,0,0,3,12,17,2,5,3,3,13
5171.712,1,0,3,10,12,0,1,3,10,13
5172.224,1,0,7,10,12,2,1,9,5,12
5172.736,1,3,4,8,20,1,4,6,6,5
5173.248,0,1,4,10,19,1,1,4,9,9
5173.76,0,1,4,11,15,0,1,6,6,14
5174.272,0,0,6,13,13,1,3,6,10,7
5174.784,0,2,4,12,19,1,1,2,8,9
5175.296,0,3,6,16,13,1,1,5,6,6
5175.808,0,3,1,9,20,1,2,6,4,13
5176.32,0,0,4,11,16,1,0,3,9,5
5176.832,0,2,2,10,18,0,3,7,5,15
5177.344,1,0,2,14,21,2,3,3,5,12
5177.856,1,1,3,8,10,0,2,6,4,9
5178.368,0,2,3,10,13,1,1,4,5,3
5178.88,0,2,5,4,15,0,4,7,15,8
5179.392,0,2,2,9,17,0,1,4,6,13
5179.904,0,1,4,10,25,0,0,5,7,8
5180.416,0,0,7,10,15,0,2,4,6,15
5180.928,1,2,2,6,11,1,5,7,4,11
5181.44,0,1,2,10,18,0,2,4,4,5
5181.952,0,2,6,12,18,0,2,8,4,2
5182.464,1,2,4,6,24,0,0,5,6,6
5182.976,0,0,3,4,14,2,1,8,7,9
5183.488,0,3,1,17,18,1,1,6,8,13
5184,0,0,4,17,20,0,2,4,10,12
5184.512,1,1,4,7,24,1,5,2,4,11
5185.024,1,2,3,14,14,0,2,1,6,12
5185.536,0,0,5,14,11,2,0,3,4,4
5186.048,0,1,6,10,22,1,1,5,7,5
5186.56,0,1,4,10,10,1,2,5,9,7
5187.072,0,0,3,9,29,0,1,5,8,5
5187.584,1,1,8,10,20,1,1,6,10,4
5188.096,2,0,6,7,18,2,1,1,10,6
5188.608,1,1,3,14,19,1,1,2,4,9
5189.12,0,2,5,14,20,1,2,3,3,7
5189.632,0,2,3,8,20,1,3,5,3,11
5190.144,1,0,7,8,7,1,0,3,4,7
5190.656,1,0,5,3,18,0,2,6,10,7
5191.168,0,1,3,8,15,1,1,4,6,14
5191.68,2,0,7,9,23,1,0,4,7,6
5192.192,0,0,2,12,11,1,2,2,8,10
5192.704,0,2,2,11,14,0,1,6,6,10
5193.216,0,2,8,17,28,0,1,7,9,8
5193.728,0,0,6,9,16,1,1,2,3,8
5194.24,0,2,2,14,19,2,1,5,8,14
5194.752,0,2,8,13,25,1,0,2,11,9
5195.264,1,2,2,21,23,0,3,1,3,7
5195.776,1,0,3,10,19,1,2,0,11,5
5196.288,0,1,2,12,12,1,2,1,8,10
5196.8,0,0,6,13,17,1,3,3,7,14
5197.312,1,1,3,10,20,1,0,4,8,5
5197.824,0,0,3,12,24,0,0,5,9,4
5198.336,1,0,1,11,19,3,2,6,3,10
5198.848,2,2,3,9,24,1,2,3,6,9
5199.36,2,0,5,8,13,0,1,2,3,11
5199.872,0,1,4,9,18,0,2,2,2,13
5200.384,2,2,9,12,16,0,0,5,10,7
5200.896,0,2,1,14,14,0,0,3,12,9
5201.408,1,2,2,8,17,0,2,2,4,11
5201.92,0,0,1,10,15,0,1,1,6,13
5202.432,2,0,5,8,16,0,1,4,5,15
5202.944,1,2,6,15,22,2,2,4,3,11
5203.456,1,2,3,8,20,0,1,4,8,12
5203.968,0,1,3,11,14,0,1,4,11,15
5204.48,1,2,1,12,23,0,2,4,9,9
5204.992,0,0,5,7,11,1,2,3,6,10
5205.504,1,1,4,6,22,0,0,4,6,14
5206.016,0,0,5,11,21,2,0,5,13,9
5206.528,0,2,4,12,28,1,2,7,10,12
5207.04,1,1,8,8,16,1,2,6,8,5
5207.552,0,3,3,11,17,1,1,3,5,6
5208.064,0,1,7,3,23,0,0,5,5,8
5208.576,0,1,5,9,25,0,1,3,5,6
5209.088,0,0,2,15,23,1,2,2,5,13
5209.6,1,0,3,9,13,0,0,4,3,7
5210.112,0,1,6,11,16,1,4,6,9,9
5210.624,0,0,3,6,22,1,2,4,9,14
5211.136,0,1,5,12,26,0,2,4,7,7
5211.648,1,0,3,11,15,0,0,13,5,8
5212.16,0,0,3,12,15,1,0,3,8,5
5212.672,0,2,9,9,22,1,0,4,5,4
5213.184,0,1,5,11,20,1,0,4,6,13
5213.696,2,3,3,14,15,2,3,2,8,2
5214.208,0,0,6,11,26,0,0,6,9,6
5214.72,1,0,3,12,24,0,1,8,6,10
5215.232,0,0,8,11,16,0,0,3,8,8
5215.744,3,3,2,5,14,0,2,7,1,9
5216.256,0,1,2,6,24,0,4,2,7,9
5216.768,1,3,0,13,25,0,0,4,8,8
5217.28,1,1,4,5,18,0,2,7,5,5
5217.792,0,1,2,9,14,0,2,7,6,6
5218.304,0,0,4,13,13,3,3,4,4,10
5218.816,2,2,4,11,16,2,3,5,8,3
5219.328,0,1,7,10,14,0,0,3,5,9
5219.84,1,0,5,14,20,0,2,4,8,7
5220.352,0,3,6,8,23,3,1,2,8,11
5220.864,0,0,2,13,22,0,3,1,7,4
5221.376,1,0,4,11,18,1,2,4,11,11
5221.888,0,0,1,7,17,1,1,6,7,5
5222.4,0,1,7,8,18,1,6,2,8,3
5222.912,2,1,4,13,13,0,1,2,4,4
5223.424,0,2,3,17,23,3,1,2,5,12
5223.936,0,0,3,8,17,0,1,4,10,11
5224.448,0,0,4,11,21,0,1,2,8,10
5224.96,0,0,5,14,18,0,1,5,5,16
5225.472,0,2,3,7,19,0,3,8,9,8
5225.984,2,0,1,9,20,0,3,4,7,11
5226.496,0,1,5,9,13,0,0,4,8,7
5227.008,0,0,4,9,18,0,4,3,6,10
5227.52,0,3,6,14,19,1,2,3,6,8
5228.032,1,0,8,5,13,0,0,6,9,8
5228.544,0,3,4,12,15,1,1,7,3,12
5229.056,0,0,5,7,11,0,2,7,10,7
5229.568,1,2,5,8,20,1,3,4,5,10
5230.08,1,2,7,5,21,0,0,3,4,11
5230.592,0,1,3,13,24,1,0,1,2,10
5231.104,1,0,3,11,16,1,2,1,6,16
5231.616,0,0,3,10,14,2,1,3,5,8
5232.128,0,3,5,11,19,2,0,5,6,6
5232.64,0,1,4,8,14,1,0,1,10,10
5233.152,0,2,6,10,15,0,0,10,9,7
5233.664,0,2,6,23,18,1,1,5,12,11
5234.176,0,2,3,11,13,0,3,4,3,7
5234.688,0,0,2,9,17,1,0,2,5,8
5235.2,0,3,5,11,18,0,2,5,5,10
5235.712,0,2,5,9,16,1,0,1,4,11
5236.224,0,1,6,12,23,0,1,1,4,12
5236.736,0,2,7,11,11,0,2,5,8,6
5237.248,3,1,2,10,16,1,2,1,3,10
5237.76,0,1,2,12,15,0,1,5,6,9
5238.272,0,0,3,6,21,0,0,4,10,8
5238.784,0,0,7,15,28,2,1,5,8,8
5239.296,0,1,5,14,10,0,1,6,8,10
5239.808,0,2,3,15,15,0,0,3,4,9
5240.32,1,0,2,12,16,0,1,8,5,7
5240.832,0,3,4,15,27,0,2,6,9,5
5241.344,1,0,3,10,20,1,3,8,10,7
5241.856,0,1,5,14,18,1,0,2,9,3
5242.368,0,1,7,12,18,1,3,7,4,9
5242.88,0,2,6,8,15,0,1,5,8,10
5243.392,1,2,3,12,25,0,0,1,5,5
5243.904,1,1,11,7,16,0,0,6,8,3
5244.416,1,1,3,11,19,1,0,2,4,14
5244.928,0,0,4,16,22,3,1,7,5,9
5245.44,0,1,3,13,15,1,3,1,3,10
5245.952,2,0,4,12,20,0,1,7,8,6
5246.464,1,2,2,9,20,0,2,4,5,6
5246.976,1,1,5,11,22,1,4,4,5,11
5247.488,0,0,3,5,22,0,2,3,10,8
5248,1,0,2,17,19,1,2,4,8,8
5248.512,0,1,4,19,8,2,1,5,7,10
5249.024,0,0,6,13,14,0,0,4,8,10
5249.536,1,2,2,7,19,0,2,5,5,8
5250.048,0,1,2,9,18,1,2,5,3,19
5250.56,1,3,0,6,17,0,2,3,7,6
5251.072,0,0,4,7,14,2,1,3,4,9
5251.584,1,3,8,8,23,0,1,3,8,8
5252.096,0,1,4,12,26,0,2,3,6,15
5252.608,0,2,10,14,26,0,2,5,4,4
5253.12,0,1,8,10,17,1,1,6,10,6
5253.632,0,2,2,11,20,0,2,1,7,7
5254.144,0,2,5,10,25,0,1,2,4,9
5254.656,0,1,7,7,20,1,0,7,8,10
5255.168,0,2,6,15,18,1,2,2,3,11
5255.68,0,0,1,12,14,0,2,3,8,10
5256.192,0,1,4,12,21,1,3,2,7,8
5256.704,0,0,6,13,12,0,2,5,5,9
5257.216,1,2,3,8,19,0,0,4,8,12
5257.728,1,2,3,10,12,0,2,2,7,11
5258.24,1,0,2,10,20,0,0,3,9,8
5258.752,0,2,4,8,15,0,2,2,9,18
5259.264,0,2,1,8,22,0,0,5,8,6
5259.776,0,1,2,8,20,0,1,5,7,14
5260.288,0,0,3,11,17,2,1,5,3,5
5260.8,0,0,5,7,14,0,2,3,5,3
5261.312,1,2,2,13,23,0,1,5,4,12
5261.824,1,0,4,11,20,1,1,2,7,13
5262.336,0,1,6,8,13,0,3,2,6,13
5262.848,0,0,2,10,15,1,1,2,10,12
5263.36,0,0,6,5,18,1,2,3,10,11
5263.872,1,0,5,6,10,0,0,7,13,10
5264.384,0,3,1,8,13,1,3,2,12,9
5264.896,0,0,3,13,19,1,3,4,8,9
5265.408,0,2,2,7,20,0,3,5,8,12
5265.92,0,0,2,17,17,0,0,3,7,12
5266.432,0,0,2,11,20,0,2,3,9,5
5266.944,1,0,3,11,20,1,3,8,6,12
5267.456,0,2,6,16,9,1,3,5,9,6
5267.968,0,0,5,8,21,0,4,6,9,7
5268.48,1,1,7,13,23,1,5,8,7,2
5268.992,0,0,5,10,12,0,0,5,10,5
5269.504,1,2,2,13,15,1,2,4,6,12
5270.016,0,0,1,9,14,1,5,8,7,9
5270.528,2,3,1,10,24,2,0,4,7,9
5271.04,2,5,5,13,27,1,4,3,8,11
5271.552,0,0,6,11,13,0,0,5,10,10
5272.064,1,1,5,11,21,0,0,6,8,5
5272.576,3,0,2,9,18,1,2,3,2,10
5273.088,4,1,7,12,15,0,4,3,6,7
5273.6,0,0,3,8,12,0,0,2,5,11
5274.112,0,1,2,14,14,0,1,6,9,9
5274.624,1,0,5,10,21,0,0,3,6,8
5275.136,0,2,5,7,22,0,0,1,12,11
5275.648,0,1,2,10,21,0,3,5,9,9
5276.16,0,0,0,13,26,1,3,7,6,11
5276.672,2,0,5,8,13,0,1,3,5,10
5277.184,1,2,3,10,15,2,0,9,9,6
5277.696,2,1,5,10,14,0,1,2,5,10
5278.208,0,5,3,11,12,1,2,5,6,10
5278.72,0,2,9,14,20,1,2,8,5,11
5279.232,0,3,2,10,11,1,0,1,8,7
5279.744,1,2,1,10,22,2,0,3,9,6
5280.256,0,0,5,12,16,0,2,4,6,14
5280.768,1,1,5,9,20,3,2,6,5,15
5281.28,0,0,1,13,17,1,0,1,4,10
5281.792,1,1,3,8,19,0,0,2,8,8
5282.304,0,2,2,6,12,1,2,1,9,14
5282.816,0,2,6,10,19,0,0,6,6,11
5283.328,0,0,3,7,14,0,0,4,4,7
5283.84,0,1,4,10,18,0,2,5,1,8
5284.352,2,1,7,11,16,2,1,2,8,11
5284.864,1,1,5,8,18,0,2,4,9,11
5285.376,0,1,3,12,18,0,2,5,10,5
5285.888,1,3,4,7,11,1,0,5,3,7
