Labels	APTMS_Br15_1M_1MHz_0	
Type	Time Scan	
Comment		
Start	0.00	
Stop	999.511720	
Step	0.48828125	
Fixed/Offset	 	
XAxis	Time(ns)	
YAxis	Counts	

196.289060	1.48000000E+2	
196.777340	1.63000000E+2	
197.265630	1.69000000E+2	
197.753910	1.39000000E+2	
198.242190	1.57000000E+2	
198.730470	1.77000000E+2	
199.218750	1.45000000E+2	
199.70700	1.49000000E+2	
200.195310	1.39000000E+2	
200.683590	1.54000000E+2	
201.171880	1.47000000E+2	
201.660160	1.62000000E+2	
202.148440	1.77000000E+2	
202.636720	1.54000000E+2	
203.12500	1.56000000E+2	
203.613280	1.41000000E+2	
204.101560	1.56000000E+2	
204.589840	1.43000000E+2	
205.078130	1.55000000E+2	
205.566410	1.38000000E+2	
206.054690	1.56000000E+2	
206.54300	1.67000000E+2	
207.031250	1.48000000E+2	
207.519530	1.51000000E+2	
208.007810	1.46000000E+2	
208.496090	1.33000000E+2	
208.984380	1.59000000E+2	
209.472660	1.57000000E+2	
209.960940	1.46000000E+2	
210.449220	1.50000000E+2	
210.937500	1.57000000E+2	
211.425780	1.45000000E+2	
211.914060	1.32000000E+2	
212.402340	1.31000000E+2	
212.890630	1.45000000E+2	
213.378910	1.24000000E+2	
213.867190	1.50000000E+2	
214.355470	1.34000000E+2	
214.843750	1.51000000E+2	
215.33200	1.54000000E+2	
215.820310	1.61000000E+2	
216.308590	1.34000000E+2	
216.796880	1.72000000E+2	
217.285160	1.49000000E+2	
217.773440	1.37000000E+2	
218.261720	1.37000000E+2	
218.7500	1.54000000E+2	
219.238280	1.37000000E+2	
219.726560	1.61000000E+2	
220.214840	1.56000000E+2	
220.703130	1.61000000E+2	
221.191410	1.64000000E+2	
221.679690	1.65000000E+2	
222.16800	1.24000000E+2	
222.656250	1.40000000E+2	
223.144530	1.52000000E+2	
223.632810	1.37000000E+2	
224.121090	1.56000000E+2	
224.609380	1.51000000E+2	
225.097660	1.37000000E+2	
225.585940	1.44000000E+2	
226.074220	1.51000000E+2	
226.562500	1.61000000E+2	
227.050780	1.41000000E+2	
227.539060	1.32000000E+2	
228.027340	1.28000000E+2	
228.515630	1.46000000E+2	
229.003910	1.52000000E+2	
229.492190	1.50000000E+2	
229.980470	1.53000000E+2	
230.468750	1.36000000E+2	
230.95700	1.34000000E+2	
231.445310	1.56000000E+2	
231.933590	1.33000000E+2	
232.421880	1.25000000E+2	
232.910160	1.64000000E+2	
233.398440	1.39000000E+2	
233.886720	1.61000000E+2	
234.37500	1.46000000E+2	
234.863280	1.57000000E+2	
235.351560	1.56000000E+2	
235.839840	1.57000000E+2	
236.328130	1.36000000E+2	
236.816410	1.44000000E+2	
237.304690	1.45000000E+2	
237.79300	1.46000000E+2	
238.281250	1.41000000E+2	
238.769530	1.30000000E+2	
239.257810	1.48000000E+2	
239.746090	1.41000000E+2	
240.234380	1.35000000E+2	
240.722660	1.31000000E+2	
241.210940	1.45000000E+2	
241.699220	1.59000000E+2	
242.187500	1.53000000E+2	
242.675780	1.53000000E+2	
243.164060	1.42000000E+2	
243.652340	1.45000000E+2	
244.140630	1.44000000E+2	
244.628910	1.59000000E+2	
245.117190	1.44000000E+2	
245.605470	1.27000000E+2	
246.093750	1.29000000E+2	
246.58200	1.73000000E+2	
247.070310	1.47000000E+2	
247.558590	1.36000000E+2	
248.046880	1.37000000E+2	
248.535160	1.62000000E+2	
249.023440	1.48000000E+2	
249.511720	1.37000000E+2	
250.00	1.46000000E+2	
250.488280	1.55000000E+2	
250.976560	1.57000000E+2	
251.464840	1.50000000E+2	
251.953130	1.40000000E+2	
252.441410	1.35000000E+2	
252.929690	1.55000000E+2	
253.41800	1.55000000E+2	
253.906250	1.56000000E+2	
254.394530	1.39000000E+2	
254.882810	1.34000000E+2	
255.371090	1.28000000E+2	
255.859380	1.38000000E+2	
256.347660	1.54000000E+2	
256.835940	1.28000000E+2	
257.324220	1.18000000E+2	
257.812500	1.15000000E+2	
258.300780	1.30000000E+2	
258.789060	1.33000000E+2	
259.277340	1.38000000E+2	
259.765630	1.56000000E+2	
260.253910	1.25000000E+2	
260.742190	1.44000000E+2	
261.230470	1.31000000E+2	
261.718750	1.54000000E+2	
262.20700	1.35000000E+2	
262.695310	1.50000000E+2	
263.183590	1.28000000E+2	
263.671880	1.44000000E+2	
264.160160	1.22000000E+2	
264.648440	1.33000000E+2	
265.136720	1.42000000E+2	
265.62500	1.39000000E+2	
266.113280	1.38000000E+2	
266.601560	1.20000000E+2	
267.089840	1.56000000E+2	
267.578130	1.54000000E+2	
268.066410	1.38000000E+2	
268.554690	1.38000000E+2	
269.04300	1.27000000E+2	
269.531250	1.24000000E+2	
270.019530	1.19000000E+2	
270.507810	1.35000000E+2	
270.996090	1.35000000E+2	
271.484380	1.46000000E+2	
271.972660	1.59000000E+2	
272.460940	1.29000000E+2	
272.949220	1.66000000E+2	
273.437500	1.35000000E+2	
273.925780	1.22000000E+2	
274.414060	1.33000000E+2	
274.902340	1.31000000E+2	
275.390630	1.34000000E+2	
275.878910	1.36000000E+2	
276.367190	1.35000000E+2	
276.855470	1.42000000E+2	
277.343750	1.46000000E+2	
277.83200	1.52000000E+2	
278.320310	1.22000000E+2	
278.808590	1.47000000E+2	
279.296880	1.33000000E+2	
279.785160	1.08000000E+2	
280.273440	1.36000000E+2	
280.761720	1.50000000E+2	
281.2500	1.73000000E+2	
281.738280	1.48000000E+2	
282.226560	1.43000000E+2	
282.714840	1.38000000E+2	
283.203130	1.27000000E+2	
283.691410	1.45000000E+2	
284.179690	1.31000000E+2	
284.66800	1.15000000E+2	
285.156250	1.36000000E+2	
285.644530	1.20000000E+2	
286.132810	1.29000000E+2	
286.621090	1.56000000E+2	
287.109380	1.41000000E+2	
287.597660	1.63000000E+2	
288.085940	1.45000000E+2	
288.574220	1.39000000E+2	
289.062500	1.30000000E+2	
289.550780	1.24000000E+2	
290.039060	1.46000000E+2	
290.527340	1.34000000E+2	
291.015630	1.24000000E+2	
291.503910	1.41000000E+2	
291.992190	1.55000000E+2	
292.480470	1.28000000E+2	
292.968750	1.30000000E+2	
293.45700	1.07000000E+2	
293.945310	1.43000000E+2	
294.433590	1.30000000E+2	
294.921880	1.52000000E+2	
295.410160	1.40000000E+2	
295.898440	1.25000000E+2	
296.386720	1.34000000E+2	
296.87500	1.42000000E+2	
297.363280	1.33000000E+2	
297.851560	1.22000000E+2	
298.339840	1.50000000E+2	
298.828130	1.37000000E+2	
299.316410	1.28000000E+2	
299.804690	1.38000000E+2	
300.29300	1.38000000E+2	
300.781250	1.54000000E+2	
301.269530	1.27000000E+2	
301.757810	1.24000000E+2	
302.246090	1.45000000E+2	
302.734380	1.31000000E+2	
303.222660	1.37000000E+2	
303.710940	1.25000000E+2	
304.199220	1.41000000E+2	
304.687500	1.42000000E+2	
305.175780	1.28000000E+2	
305.664060	1.36000000E+2	
306.152340	1.26000000E+2	
306.640630	1.33000000E+2	
307.128910	1.38000000E+2	
307.617190	1.50000000E+2	
308.105470	1.18000000E+2	
308.593750	1.26000000E+2	
309.08200	1.42000000E+2	
309.570310	1.26000000E+2	
310.058590	1.43000000E+2	
310.546880	1.43000000E+2	
311.035160	1.33000000E+2	
311.523440	1.21000000E+2	
312.011720	1.01000000E+2	
312.500	1.40000000E+2	
312.988280	1.47000000E+2	
313.476560	1.28000000E+2	
313.964840	1.37000000E+2	
314.453130	1.14000000E+2	
314.941410	1.34000000E+2	
315.429690	1.56000000E+2	
315.91800	1.17000000E+2	
316.406250	1.34000000E+2	
316.894530	1.32000000E+2	
317.382810	1.47000000E+2	
317.871090	1.42000000E+2	
318.359380	1.32000000E+2	
318.847660	1.26000000E+2	
319.335940	1.25000000E+2	
319.824220	1.26000000E+2	
320.312500	1.45000000E+2	
320.800780	1.29000000E+2	
321.289060	1.28000000E+2	
321.777340	1.12000000E+2	
322.265630	1.47000000E+2	
322.753910	1.25000000E+2	
323.242190	1.05000000E+2	
323.730470	1.23000000E+2	
324.218750	1.34000000E+2	
324.70700	1.43000000E+2	
325.195310	1.31000000E+2	
325.683590	1.61000000E+2	
326.171880	1.41000000E+2	
326.660160	1.22000000E+2	
327.148440	1.22000000E+2	
327.636720	1.03000000E+2	
328.12500	1.26000000E+2	
328.613280	1.32000000E+2	
329.101560	1.43000000E+2	
329.589840	1.26000000E+2	
330.078130	1.20000000E+2	
330.566410	1.35000000E+2	
331.054690	1.07000000E+2	
331.54300	1.52000000E+2	
332.031250	1.30000000E+2	
332.519530	1.20000000E+2	
333.007810	1.47000000E+2	
333.496090	1.47000000E+2	
333.984380	1.36000000E+2	
334.472660	1.47000000E+2	
334.960940	1.11000000E+2	
335.449220	1.30000000E+2	
335.937500	1.32000000E+2	
336.425780	1.39000000E+2	
336.914060	1.30000000E+2	
337.402340	1.19000000E+2	
337.890630	1.08000000E+2	
338.378910	1.25000000E+2	
338.867190	1.15000000E+2	
339.355470	1.12000000E+2	
339.843750	1.14000000E+2	
340.33200	1.36000000E+2	
340.820310	1.19000000E+2	
341.308590	1.46000000E+2	
341.796880	1.15000000E+2	
342.285160	1.32000000E+2	
342.773440	1.09000000E+2	
343.261720	1.30000000E+2	
343.7500	1.23000000E+2	
344.238280	1.22000000E+2	
344.726560	1.07000000E+2	
345.214840	1.27000000E+2	
345.703130	1.14000000E+2	
346.191410	1.18000000E+2	
346.679690	1.27000000E+2	
347.16800	1.18000000E+2	
347.656250	1.22000000E+2	
348.144530	1.04000000E+2	
348.632810	1.31000000E+2	
349.121090	1.16000000E+2	
349.609380	1.22000000E+2	
350.097660	1.23000000E+2	
350.585940	1.46000000E+2	
351.074220	1.26000000E+2	
351.562500	1.11000000E+2	
352.050780	1.15000000E+2	
352.539060	1.34000000E+2	
353.027340	1.43000000E+2	
353.515630	1.20000000E+2	
354.003910	1.24000000E+2	
354.492190	1.18000000E+2	
354.980470	1.27000000E+2	
355.468750	1.23000000E+2	
355.95700	1.33000000E+2	
356.445310	1.21000000E+2	
356.933590	1.20000000E+2	
357.421880	1.27000000E+2	
357.910160	1.23000000E+2	
358.398440	1.30000000E+2	
358.886720	1.39000000E+2	
359.37500	1.12000000E+2	
359.863280	1.16000000E+2	
360.351560	1.29000000E+2	
360.839840	1.28000000E+2	
361.328130	1.18000000E+2	
361.816410	1.05000000E+2	
362.304690	1.33000000E+2	
362.79300	1.37000000E+2	
363.281250	1.24000000E+2	
363.769530	1.28000000E+2	
364.257810	1.31000000E+2	
364.746090	1.34000000E+2	
365.234380	1.29000000E+2	
365.722660	1.30000000E+2	
366.210940	1.05000000E+2	
366.699220	1.17000000E+2	
367.187500	1.17000000E+2	
367.675780	1.21000000E+2	
368.164060	1.22000000E+2	
368.652340	1.43000000E+2	
369.140630	1.45000000E+2	
369.628910	1.06000000E+2	
370.117190	1.41000000E+2	
370.605470	1.30000000E+2	
371.093750	1.25000000E+2	
371.58200	1.19000000E+2	
372.070310	1.35000000E+2	
372.558590	1.26000000E+2	
373.046880	1.09000000E+2	
373.535160	1.14000000E+2	
374.023440	1.24000000E+2	
374.511720	1.36000000E+2	
375.00	1.27000000E+2	
375.488280	1.42000000E+2	
375.976560	1.25000000E+2	
376.464840	1.12000000E+2	
376.953130	1.32000000E+2	
377.441410	1.28000000E+2	
377.929690	1.21000000E+2	
378.41800	1.04000000E+2	
378.906250	1.27000000E+2	
379.394530	1.24000000E+2	
379.882810	1.23000000E+2	
380.371090	1.32000000E+2	
380.859380	1.10000000E+2	
381.347660	1.20000000E+2	
381.835940	1.24000000E+2	
382.324220	1.16000000E+2	
382.812500	1.26000000E+2	
383.300780	1.18000000E+2	
383.789060	1.32000000E+2	
384.277340	9.10000000E+1	
384.765630	1.32000000E+2	
385.253910	8.60000000E+1	
385.742190	1.18000000E+2	
386.230470	1.05000000E+2	
386.718750	1.08000000E+2	
387.20700	1.15000000E+2	
387.695310	1.24000000E+2	
388.183590	1.09000000E+2	
388.671880	1.24000000E+2	
389.160160	1.35000000E+2	
389.648440	1.30000000E+2	
390.136720	1.19000000E+2	
390.62500	1.16000000E+2	
391.113280	1.07000000E+2	
391.601560	1.11000000E+2	
392.089840	1.17000000E+2	
392.578130	1.27000000E+2	
393.066410	1.14000000E+2	
393.554690	1.17000000E+2	
394.04300	1.27000000E+2	
394.531250	1.02000000E+2	
395.019530	1.25000000E+2	
395.507810	1.23000000E+2	
395.996090	1.12000000E+2	
396.484380	1.09000000E+2	
396.972660	1.25000000E+2	
397.460940	1.29000000E+2	
397.949220	1.17000000E+2	
398.437500	1.38000000E+2	
398.925780	1.21000000E+2	
399.414060	1.04000000E+2	
399.902340	1.10000000E+2	
400.390630	1.12000000E+2	
400.878910	1.30000000E+2	
401.367190	1.18000000E+2	
401.855470	1.22000000E+2	
402.343750	1.16000000E+2	
402.83200	1.24000000E+2	
403.320310	1.41000000E+2	
403.808590	1.19000000E+2	
404.296880	1.09000000E+2	
404.785160	1.18000000E+2	
405.273440	1.08000000E+2	
405.761720	1.30000000E+2	
406.2500	1.09000000E+2	
406.738280	1.43000000E+2	
407.226560	1.20000000E+2	
407.714840	1.17000000E+2	
408.203130	1.17000000E+2	
408.691410	1.25000000E+2	
409.179690	1.06000000E+2	
409.66800	1.02000000E+2	
410.156250	1.29000000E+2	
410.644530	1.19000000E+2	
411.132810	1.33000000E+2	
411.621090	1.26000000E+2	
412.109380	1.12000000E+2	
412.597660	1.04000000E+2	
413.085940	1.21000000E+2	
413.574220	1.26000000E+2	
414.062500	1.24000000E+2	
414.550780	1.17000000E+2	
415.039060	1.23000000E+2	
415.527340	1.06000000E+2	
416.015630	1.33000000E+2	
416.503910	1.04000000E+2	
416.992190	1.08000000E+2	
417.480470	1.31000000E+2	
417.968750	1.11000000E+2	
418.45700	1.38000000E+2	
418.945310	1.03000000E+2	
419.433590	1.11000000E+2	
419.921880	1.02000000E+2	
420.410160	1.10000000E+2	
420.898440	1.04000000E+2	
421.386720	1.30000000E+2	
421.87500	1.08000000E+2	
422.363280	1.06000000E+2	
422.851560	1.21000000E+2	
423.339840	1.06000000E+2	
423.828130	1.08000000E+2	
424.316410	9.70000000E+1	
424.804690	1.03000000E+2	
425.29300	1.32000000E+2	
425.781250	1.17000000E+2	
426.269530	1.27000000E+2	
426.757810	1.30000000E+2	
427.246090	1.06000000E+2	
427.734380	1.32000000E+2	
428.222660	1.07000000E+2	
428.710940	1.15000000E+2	
429.199220	1.40000000E+2	
429.687500	1.02000000E+2	
430.175780	1.22000000E+2	
430.664060	1.38000000E+2	
431.152340	1.24000000E+2	
431.640630	1.29000000E+2	
432.128910	1.23000000E+2	
432.617190	1.36000000E+2	
433.105470	9.10000000E+1	
433.593750	9.80000000E+1	
434.08200	1.11000000E+2	
434.570310	1.09000000E+2	
435.058590	1.20000000E+2	
435.546880	1.10000000E+2	
436.035160	1.05000000E+2	
436.523440	1.14000000E+2	
437.011720	1.26000000E+2	
437.500	1.00000000E+2	
437.988280	1.04000000E+2	
438.476560	1.31000000E+2	
438.964840	1.09000000E+2	
439.453130	1.20000000E+2	
439.941410	1.17000000E+2	
440.429690	9.00000000E+1	
440.91800	8.70000000E+1	
441.406250	1.12000000E+2	
441.894530	1.28000000E+2	
442.382810	9.00000000E+1	
442.871090	9.90000000E+1	
443.359380	9.70000000E+1	
443.847660	1.12000000E+2	
444.335940	1.12000000E+2	
444.824220	1.26000000E+2	
445.312500	1.22000000E+2	
