Labels	APTMS_Br15_1M_1MHz_0	
Type	Time Scan	
Comment		
Start	0.00	
Stop	999.511720	
Step	0.48828125	
Fixed/Offset	 	
XAxis	Time(ns)	
YAxis	Counts	

898.437500	6.50000000E+1	
898.925780	5.80000000E+1	
899.414060	5.70000000E+1	
899.902340	7.50000000E+1	
900.390630	5.00000000E+1	
900.878910	7.60000000E+1	
901.367190	5.30000000E+1	
901.855470	6.50000000E+1	
902.343750	6.10000000E+1	
902.83200	6.00000000E+1	
903.320310	6.80000000E+1	
903.808590	6.20000000E+1	
904.296880	6.30000000E+1	
904.785160	5.60000000E+1	
905.273440	7.60000000E+1	
905.761720	6.30000000E+1	
906.2500	6.40000000E+1	
906.738280	6.20000000E+1	
907.226560	6.50000000E+1	
907.714840	6.40000000E+1	
908.203130	6.60000000E+1	
908.691410	6.70000000E+1	
909.179690	6.50000000E+1	
909.66800	5.50000000E+1	
910.156250	6.30000000E+1	
910.644530	5.80000000E+1	
911.132810	6.10000000E+1	
911.621090	5.30000000E+1	
912.109380	5.80000000E+1	
912.597660	5.60000000E+1	
913.085940	6.00000000E+1	
913.574220	5.40000000E+1	
914.062500	6.90000000E+1	
914.550780	6.90000000E+1	
915.039060	5.90000000E+1	
915.527340	7.40000000E+1	
916.015630	7.20000000E+1	
916.503910	6.00000000E+1	
916.992190	5.70000000E+1	
917.480470	6.70000000E+1	
917.968750	6.30000000E+1	
918.45700	6.70000000E+1	
918.945310	5.40000000E+1	
919.433590	6.30000000E+1	
919.921880	6.20000000E+1	
920.410160	6.60000000E+1	
920.898440	6.50000000E+1	
921.386720	6.50000000E+1	
921.87500	6.70000000E+1	
922.363280	5.00000000E+1	
922.851560	5.10000000E+1	
923.339840	6.30000000E+1	
923.828130	6.00000000E+1	
924.316410	6.80000000E+1	
924.804690	6.10000000E+1	
925.29300	6.70000000E+1	
925.781250	6.60000000E+1	
926.269530	6.90000000E+1	
926.757810	5.40000000E+1	
927.246090	6.50000000E+1	
927.734380	8.40000000E+1	
928.222660	6.20000000E+1	
928.710940	5.10000000E+1	
929.199220	5.90000000E+1	
929.687500	6.60000000E+1	
930.175780	6.80000000E+1	
930.664060	5.90000000E+1	
931.152340	6.00000000E+1	
931.640630	6.10000000E+1	
932.128910	5.30000000E+1	
932.617190	6.20000000E+1	
933.105470	5.20000000E+1	
933.593750	6.60000000E+1	
934.08200	5.80000000E+1	
934.570310	6.80000000E+1	
935.058590	7.20000000E+1	
935.546880	5.50000000E+1	
936.035160	4.90000000E+1	
936.523440	6.40000000E+1	
937.011720	6.10000000E+1	
937.500	6.50000000E+1	
937.988280	5.50000000E+1	
938.476560	7.10000000E+1	
938.964840	4.50000000E+1	
939.453130	5.00000000E+1	
939.941410	5.90000000E+1	
940.429690	5.70000000E+1	
940.91800	5.50000000E+1	
941.406250	5.50000000E+1	
941.894530	5.30000000E+1	
942.382810	6.00000000E+1	
942.871090	7.00000000E+1	
943.359380	5.90000000E+1	
943.847660	6.60000000E+1	
944.335940	6.20000000E+1	
944.824220	6.10000000E+1	
945.312500	5.40000000E+1	
945.800780	6.30000000E+1	
946.289060	6.60000000E+1	
946.777340	6.80000000E+1	
947.265630	5.90000000E+1	
947.753910	5.70000000E+1	
948.242190	5.80000000E+1	
948.730470	6.00000000E+1	
949.218750	6.80000000E+1	
949.70700	6.10000000E+1	
950.195310	6.20000000E+1	
950.683590	6.10000000E+1	
951.171880	6.80000000E+1	
951.660160	5.30000000E+1	
952.148440	7.50000000E+1	
952.636720	5.90000000E+1	
953.12500	5.70000000E+1	
953.613280	5.70000000E+1	
954.101560	7.00000000E+1	
954.589840	5.80000000E+1	
955.078130	5.10000000E+1	
955.566410	5.20000000E+1	
956.054690	5.90000000E+1	
956.54300	6.20000000E+1	
957.031250	6.40000000E+1	
957.519530	4.90000000E+1	
958.007810	5.80000000E+1	
958.496090	6.20000000E+1	
958.984380	6.20000000E+1	
959.472660	5.30000000E+1	
959.960940	4.90000000E+1	
960.449220	6.50000000E+1	
960.937500	6.30000000E+1	
961.425780	5.40000000E+1	
961.914060	5.90000000E+1	
962.402340	5.70000000E+1	
962.890630	6.60000000E+1	
963.378910	5.00000000E+1	
963.867190	4.90000000E+1	
964.355470	6.40000000E+1	
964.843750	7.00000000E+1	
965.33200	4.70000000E+1	
965.820310	5.30000000E+1	
966.308590	7.10000000E+1	
966.796880	4.50000000E+1	
967.285160	6.10000000E+1	
967.773440	6.60000000E+1	
968.261720	5.70000000E+1	
968.7500	6.00000000E+1	
969.238280	5.80000000E+1	
969.726560	5.80000000E+1	
970.214840	5.80000000E+1	
970.703130	4.80000000E+1	
971.191410	5.50000000E+1	
971.679690	6.30000000E+1	
972.16800	5.40000000E+1	
972.656250	5.90000000E+1	
973.144530	6.00000000E+1	
973.632810	6.10000000E+1	
974.121090	6.20000000E+1	
974.609380	6.00000000E+1	
975.097660	5.20000000E+1	
975.585940	6.90000000E+1	
976.074220	6.70000000E+1	
976.562500	6.90000000E+1	
977.050780	6.60000000E+1	
977.539060	5.30000000E+1	
978.027340	7.60000000E+1	
978.515630	4.50000000E+1	
979.003910	5.00000000E+1	
979.492190	7.00000000E+1	
979.980470	6.20000000E+1	
980.468750	7.40000000E+1	
980.95700	5.60000000E+1	
981.445310	4.60000000E+1	
981.933590	5.80000000E+1	
982.421880	5.60000000E+1	
982.910160	4.80000000E+1	
983.398440	5.00000000E+1	
983.886720	6.00000000E+1	
984.37500	4.90000000E+1	
984.863280	5.10000000E+1	
985.351560	5.80000000E+1	
985.839840	6.30000000E+1	
986.328130	4.90000000E+1	
986.816410	6.20000000E+1	
987.304690	6.90000000E+1	
987.79300	5.10000000E+1	
988.281250	4.00000000E+1	
988.769530	4.40000000E+1	
989.257810	3.90000000E+1	
989.746090	5.60000000E+1	
990.234380	5.80000000E+1	
990.722660	6.20000000E+1	
991.210940	5.00000000E+1	
991.699220	4.90000000E+1	
992.187500	5.20000000E+1	
992.675780	6.30000000E+1	
993.164060	3.70000000E+1	
993.652340	5.00000000E+1	
994.140630	6.60000000E+1	
994.628910	6.40000000E+1	
995.117190	5.00000000E+1	
995.605470	5.20000000E+1	
996.093750	4.20000000E+1	
996.58200	5.10000000E+1	
997.070310	5.50000000E+1	
997.558590	7.10000000E+1	
998.046880	5.40000000E+1	
998.535160	6.80000000E+1	
999.023440	5.30000000E+1	
999.511720	5.40000000E+1	
