Time (ns),Br25 Air 100pc,Br25 Air 50pc,Br25 Air 50pct7int,Br25 Glass 100pc,Br25 Glass 50pc,Br25 Glass 50pct7int,AlO Air 100pc,AlO Air 50pc,AlO Air 50pct7int,AlO Glass 100pc,AlO Glass 50pc,AlO Glass 50pct7int,Me4 Air 100pc,Me4 Air 50pc,Me4 Air 50pct7int,Me4 Glass 100pc,Me4 Glass 50pc,Me4 Glass 50pct7int
734.976,1,2,2,2,6,13,2,5,5,2,2,4,1,0,2,3,1,9
735.104,1,0,1,2,1,21,1,3,2,1,1,4,2,1,5,1,0,7
735.232,0,2,2,0,6,18,0,3,2,4,3,4,2,1,0,0,1,12
735.36,0,0,2,0,3,15,1,2,2,2,0,7,2,0,0,2,3,5
735.488,0,0,0,1,3,12,2,6,6,4,2,5,3,1,2,4,2,5
735.616,1,0,2,1,2,12,7,2,2,5,4,2,1,0,2,4,2,5
735.744,1,1,4,0,0,11,3,0,4,4,1,6,1,4,4,4,3,7
735.872,0,2,3,3,2,22,1,2,3,2,5,5,1,2,2,1,0,7
736,1,0,2,2,2,10,1,3,3,1,2,2,1,2,4,3,5,8
736.128,0,2,1,0,1,20,3,2,4,4,2,7,2,0,2,1,2,8
736.256,3,0,4,0,6,12,3,2,4,1,2,4,3,0,1,5,5,8
736.384,1,2,5,2,1,15,0,5,5,1,2,4,3,2,0,3,5,9
736.512,0,1,4,0,6,16,4,2,1,3,4,6,1,0,1,3,4,7
736.64,1,1,5,2,3,8,3,3,4,4,2,5,1,2,4,0,8,7
736.768,1,0,5,2,0,15,2,1,0,2,2,4,1,1,4,2,3,7
736.896,2,2,6,2,1,16,3,2,4,5,1,4,2,0,3,2,3,7
737.024,1,1,2,2,4,12,3,0,0,2,2,9,2,1,1,2,3,8
737.152,1,0,3,3,0,17,0,4,3,5,4,6,0,3,1,2,2,11
737.28,1,2,4,1,2,9,2,4,5,2,2,8,4,0,5,2,2,3
737.408,1,1,1,2,0,13,3,1,2,2,4,3,5,2,0,2,3,3
737.536,0,1,0,0,3,14,2,1,4,3,1,5,2,2,1,4,3,5
737.664,1,0,3,1,3,13,1,1,1,4,2,6,1,1,3,1,2,7
737.792,1,0,3,1,1,10,1,1,5,1,3,5,1,1,1,2,3,7
737.92,1,0,4,2,4,9,0,4,0,3,1,5,2,2,1,3,5,8
738.048,0,1,3,1,1,13,4,1,4,0,2,6,1,3,2,1,8,7
738.176,1,3,1,2,1,12,3,5,5,1,1,4,1,1,3,7,1,7
738.304,0,2,5,0,4,13,3,3,2,2,3,3,0,2,2,2,9,6
738.432,1,1,1,1,4,15,2,1,6,3,4,8,1,1,2,0,6,5
738.56,1,0,1,1,2,16,3,3,2,3,2,3,2,1,2,1,2,4
738.688,1,0,6,2,2,13,2,1,5,2,2,4,2,3,3,3,1,8
738.816,0,0,4,1,2,9,1,3,4,2,2,7,4,0,3,4,7,3
738.944,1,1,1,0,4,11,2,1,3,1,2,8,4,1,1,2,6,5
739.072,1,2,3,0,3,11,1,5,3,2,3,13,3,0,4,4,2,6
739.2,1,1,5,2,0,14,2,3,3,4,3,4,3,0,5,2,3,11
739.328,3,1,5,3,4,7,4,7,5,1,3,2,3,2,3,3,3,7
739.456,0,1,2,0,4,17,4,0,5,3,5,4,2,3,4,4,7,9
739.584,2,0,2,2,2,16,6,5,6,3,4,5,1,2,6,5,5,6
739.712,0,1,6,0,1,9,1,3,6,1,4,5,1,2,2,6,4,5
739.84,0,1,3,3,2,13,3,4,7,2,3,9,2,0,2,1,2,6
739.968,1,6,9,1,1,26,3,2,2,3,3,6,0,2,0,3,3,7
740.096,1,1,1,2,2,17,3,1,2,4,2,3,1,1,1,5,3,7
740.224,0,2,4,3,1,17,1,0,2,3,2,3,1,0,2,2,6,5
740.352,1,3,2,2,2,17,3,2,2,3,6,4,1,0,1,0,3,9
740.48,1,1,5,2,3,6,5,1,1,2,2,3,4,1,2,3,3,6
740.608,1,1,2,2,2,14,4,3,4,3,2,6,1,2,1,1,0,5
740.736,1,1,3,1,1,22,2,6,1,3,1,5,0,3,0,3,2,8
740.864,0,0,1,0,5,10,0,2,4,5,1,11,0,0,2,3,3,5
740.992,1,0,4,0,4,18,1,4,2,1,4,3,0,4,1,2,0,3
741.12,0,1,7,2,0,17,1,1,3,4,1,4,2,0,5,3,3,7
741.248,1,1,5,1,3,16,1,1,3,3,2,7,2,1,2,2,3,5
741.376,0,2,2,2,3,11,3,3,6,0,3,6,1,1,1,0,9,5
741.504,1,3,0,3,3,11,1,3,1,2,2,5,1,1,2,1,1,12
741.632,1,1,5,4,3,20,3,1,2,2,2,1,1,0,2,2,3,0
741.76,1,0,2,1,4,13,1,1,5,3,3,3,1,2,2,2,3,6
741.888,0,1,2,1,2,14,2,3,2,4,2,4,2,2,0,3,4,5
742.016,0,1,3,2,3,15,2,0,4,3,6,4,2,0,1,1,2,12
742.144,3,1,2,2,2,14,5,4,3,1,3,7,1,1,2,5,7,5
742.272,1,3,3,0,3,12,1,5,3,3,4,5,2,2,3,3,4,7
742.4,0,1,3,1,5,12,0,1,2,1,4,8,1,0,0,3,1,8
742.528,0,1,5,3,2,20,5,4,3,3,2,6,2,1,1,1,1,8
742.656,0,0,2,0,2,13,1,5,0,3,1,5,2,0,1,1,2,8
742.784,0,2,0,2,1,13,1,1,0,2,5,5,3,3,0,0,1,8
742.912,1,2,1,2,4,12,0,3,4,2,3,5,1,2,3,4,3,11
743.04,1,1,1,2,4,15,4,2,1,2,3,8,4,1,3,3,1,2
743.168,0,1,4,1,0,17,3,1,2,2,3,2,0,2,1,1,2,3
743.296,1,2,1,2,1,18,0,7,5,5,3,6,2,0,1,4,2,7
743.424,2,2,4,3,6,12,2,0,4,4,3,3,1,1,2,2,2,9
743.552,0,2,3,0,1,10,2,1,2,3,1,5,0,0,0,3,4,9
743.68,1,2,2,1,3,19,2,3,2,4,5,2,3,2,2,2,2,4
743.808,0,0,4,2,1,9,4,0,3,2,2,8,4,0,2,5,3,10
743.936,1,2,3,1,1,13,1,5,2,4,3,4,2,0,0,1,1,11
744.064,3,1,4,2,2,12,2,3,4,2,4,7,0,2,4,3,0,12
744.192,1,2,3,2,4,14,2,6,3,0,6,6,3,1,2,1,2,7
744.32,1,1,5,4,2,11,2,3,3,2,0,1,1,1,3,2,2,7
744.448,0,2,4,1,2,15,2,2,5,2,8,5,2,5,1,4,3,8
744.576,0,2,3,4,4,12,2,3,2,3,1,4,2,0,0,4,3,5
744.704,0,1,5,0,3,16,2,3,4,5,5,7,3,2,1,2,3,4
744.832,0,0,3,3,3,11,3,3,4,5,2,1,1,0,2,5,2,10
744.96,2,1,4,4,2,16,1,4,3,1,3,5,3,1,2,1,5,6
745.088,1,0,0,2,1,23,5,5,5,2,3,9,1,0,2,5,2,11
745.216,0,2,7,1,5,14,4,1,3,2,2,3,1,4,1,3,3,8
745.344,0,0,1,1,3,20,4,3,2,2,2,5,0,2,0,1,3,11
745.472,1,0,2,1,2,11,1,2,2,2,7,5,2,2,3,0,5,10
745.6,1,1,0,2,2,10,0,2,5,1,8,5,1,0,4,4,6,7
745.728,1,3,1,4,1,14,2,4,5,1,1,4,0,1,1,3,3,12
745.856,1,2,3,1,5,15,2,5,3,2,2,4,1,1,2,4,9,7
745.984,0,2,1,2,1,12,0,1,4,2,1,2,0,1,3,1,7,8
746.112,1,1,3,1,5,13,2,5,2,5,1,3,4,2,3,1,2,5
746.24,1,1,3,2,4,7,2,3,2,2,1,6,3,3,5,4,3,9
746.368,0,1,3,1,3,13,1,4,3,0,1,7,0,2,3,5,6,10
746.496,0,1,4,1,3,13,0,3,2,4,3,7,2,2,4,1,3,8
746.624,0,0,3,5,4,14,2,1,0,3,1,1,1,1,1,4,2,8
746.752,0,0,2,0,2,14,1,7,2,0,3,2,1,1,1,0,1,12
746.88,1,2,6,1,0,16,1,2,2,2,2,6,1,0,1,3,3,11
747.008,0,0,6,2,1,11,0,2,3,4,1,10,1,2,4,1,2,8
747.136,2,0,1,2,1,16,4,1,4,1,3,8,3,0,3,2,2,8
747.264,0,1,6,0,1,8,1,4,1,1,1,4,3,2,4,1,3,7
747.392,0,2,4,0,1,14,2,1,2,0,6,5,3,2,1,2,2,10
747.52,0,2,1,2,3,16,4,5,1,1,2,3,1,1,0,2,2,4
747.648,0,1,2,3,1,13,0,4,6,4,2,7,0,1,1,3,2,14
747.776,1,1,2,2,0,10,3,2,5,1,3,3,2,1,1,1,5,7
747.904,0,2,4,1,3,9,0,2,4,2,5,8,1,0,3,3,3,4
748.032,0,1,3,6,0,9,0,2,3,3,1,4,1,1,0,3,3,15
748.16,0,2,5,2,4,18,1,1,3,2,2,4,6,1,1,1,2,11
748.288,2,0,1,3,4,9,0,4,1,2,7,11,5,1,1,3,6,6
748.416,0,3,3,1,1,9,3,4,2,1,4,7,1,2,1,4,2,7
748.544,0,1,1,0,3,16,2,4,2,3,3,6,2,0,3,1,6,5
748.672,2,2,2,1,3,9,1,2,5,3,3,7,0,3,3,3,5,12
748.8,1,1,6,0,1,13,1,4,6,2,7,3,1,3,3,3,6,11
748.928,0,1,1,2,1,18,1,3,2,2,1,2,4,1,2,1,3,7
749.056,1,2,1,0,4,13,3,5,2,4,7,8,3,2,2,3,5,5
749.184,2,1,2,6,2,13,4,1,5,5,2,6,4,0,2,2,5,11
749.312,0,4,1,3,1,19,5,5,3,2,1,1,2,0,3,5,4,7
749.44,1,2,5,4,1,12,2,4,1,2,2,2,2,1,2,7,5,6
749.568,1,3,4,0,1,11,3,3,3,3,2,4,1,3,0,1,1,9
749.696,0,2,4,2,1,18,3,5,4,0,2,9,2,1,0,2,1,12
749.824,2,0,1,2,4,16,4,5,1,4,1,4,0,1,0,4,2,7
749.952,0,0,4,0,2,15,0,3,2,4,4,4,4,0,4,3,6,11
750.08,0,0,1,4,4,11,4,5,4,2,6,1,3,1,3,0,1,10
750.208,0,1,2,3,2,12,2,2,1,2,1,4,0,1,3,2,7,10
750.336,0,1,3,2,3,7,1,5,4,1,3,7,1,3,1,1,3,12
750.464,2,2,1,1,2,10,3,2,3,1,3,4,5,1,1,1,8,6
750.592,0,2,2,4,0,16,2,2,3,3,2,6,1,1,1,1,2,14
750.72,1,1,2,3,0,8,1,1,2,0,0,6,1,2,4,2,3,9
750.848,1,0,8,1,2,16,2,4,2,1,4,6,3,2,4,3,4,8
750.976,0,1,1,2,1,12,4,1,2,4,2,7,0,0,2,4,0,8
751.104,1,0,3,1,3,11,2,5,3,0,1,5,2,0,2,0,2,6
751.232,0,1,2,2,1,20,3,5,5,0,1,6,1,1,3,2,2,6
751.36,1,1,7,1,2,8,0,2,3,3,3,4,1,0,2,1,3,14
751.488,0,0,2,4,1,14,3,5,1,2,1,7,4,1,0,0,4,8
751.616,1,1,1,2,1,10,2,4,4,0,1,4,0,3,3,1,4,5
751.744,2,2,6,1,2,14,3,5,4,2,1,3,0,0,2,4,1,9
751.872,1,0,1,4,5,15,1,5,3,2,0,4,5,1,2,4,3,7
752,0,1,4,2,3,9,1,3,5,1,2,2,3,1,2,2,4,5
752.128,2,1,3,2,2,10,0,3,4,2,2,6,1,1,1,5,6,4
752.256,1,3,5,2,2,12,2,3,4,4,2,7,2,2,2,2,3,8
752.384,1,1,2,3,2,15,3,0,2,0,5,6,2,1,1,3,2,4
752.512,1,2,4,0,0,9,7,5,4,4,2,8,1,1,5,2,5,8
752.64,0,3,1,2,1,11,2,5,1,2,3,6,5,0,0,3,2,9
752.768,1,2,0,2,3,13,0,0,6,3,1,5,1,2,1,2,6,9
752.896,0,2,2,2,2,15,3,3,8,2,1,3,0,4,0,3,2,7
753.024,1,1,4,0,6,17,3,3,2,0,4,3,4,0,1,5,4,6
753.152,0,1,2,2,3,20,4,4,4,0,1,7,0,2,3,0,1,4
753.28,3,0,1,1,1,14,5,0,1,2,4,6,1,0,1,5,6,1
753.408,2,2,3,1,3,14,3,2,1,2,1,4,2,0,4,3,1,11
753.536,0,2,0,4,2,20,3,2,3,1,5,9,0,0,3,2,3,10
753.664,2,1,0,1,4,13,4,3,4,3,2,5,4,0,2,7,3,9
753.792,0,4,4,3,1,19,2,3,3,3,0,4,2,0,2,1,7,11
753.92,1,2,4,0,4,12,5,1,6,2,5,7,4,3,1,3,5,6
754.048,2,0,1,6,0,16,2,3,2,5,4,3,1,3,1,0,3,7
754.176,1,0,4,2,0,20,1,3,4,1,8,6,2,1,3,2,4,8
754.304,0,0,5,0,1,14,0,2,2,2,2,4,2,1,2,3,6,9
754.432,0,1,4,1,1,17,4,1,2,0,2,5,1,0,0,6,2,8
754.56,0,4,2,1,4,16,2,3,4,4,3,9,1,0,2,2,2,4
754.688,0,3,3,1,2,9,2,3,2,4,2,6,1,1,1,3,0,6
754.816,3,1,4,1,4,6,3,2,3,4,0,6,1,2,0,3,0,5
754.944,0,0,2,1,1,14,1,2,5,4,3,7,4,0,3,0,3,6
755.072,0,1,4,0,0,11,5,3,3,2,3,4,0,1,4,1,2,5
755.2,1,2,3,1,2,23,0,3,5,3,1,10,0,1,3,1,4,8
755.328,1,3,2,2,1,15,1,3,3,3,1,1,0,1,2,3,4,8
755.456,0,2,1,0,3,13,0,2,1,1,2,7,0,2,3,3,2,5
755.584,0,0,4,1,5,10,5,1,0,5,2,7,4,2,3,2,1,11
755.712,0,2,1,2,0,15,2,5,2,3,3,8,3,0,2,4,1,9
755.84,0,2,3,3,1,10,0,2,6,2,1,8,2,1,4,5,2,6
755.968,1,0,1,0,1,15,5,1,5,3,1,7,2,1,5,2,1,8
756.096,1,1,2,1,2,15,0,4,5,2,1,6,1,2,3,1,6,7
756.224,1,2,2,1,3,11,3,2,2,2,4,4,0,3,2,4,1,8
756.352,0,1,4,1,4,13,1,1,2,1,3,6,1,0,3,4,0,1
756.48,2,2,1,4,3,20,1,2,0,5,1,5,1,0,4,4,2,10
756.608,0,0,2,2,1,7,1,2,3,1,2,5,2,1,1,5,5,7
756.736,0,1,3,1,1,12,0,4,2,1,1,1,0,2,2,2,4,5
756.864,0,0,2,2,1,7,1,3,6,1,6,2,4,1,2,1,5,5
756.992,0,3,2,4,3,17,2,0,3,1,2,5,2,0,5,1,5,6
757.12,2,1,3,2,2,10,0,2,4,1,2,10,2,1,1,2,3,7
757.248,0,1,3,0,5,15,5,2,2,0,1,9,1,0,1,3,3,9
757.376,1,0,2,0,1,20,0,7,6,1,3,3,0,1,1,0,0,11
757.504,2,2,0,1,1,13,3,0,1,4,4,5,2,1,1,4,2,7
757.632,0,1,4,0,1,16,3,3,4,3,5,5,0,0,3,2,2,4
757.76,1,2,1,1,0,15,0,5,4,0,3,5,1,0,0,5,3,13
757.888,0,1,1,2,4,15,1,3,6,0,2,6,4,1,4,3,5,7
758.016,2,2,2,2,2,13,5,4,1,5,1,4,2,1,0,5,1,8
758.144,1,1,2,2,1,15,1,0,2,0,3,4,2,2,0,2,5,5
758.272,2,6,2,1,1,16,4,2,5,2,3,6,3,1,1,3,4,8
758.4,0,1,2,2,3,23,1,1,3,2,2,9,2,2,1,6,4,6
758.528,0,1,1,1,4,12,1,2,1,1,4,2,0,1,2,0,2,12
758.656,0,4,6,1,1,11,3,4,1,1,1,4,4,0,2,2,1,6
758.784,1,1,4,4,2,20,2,1,1,0,1,5,3,0,2,3,4,5
758.912,1,4,1,2,3,19,5,1,7,1,3,4,1,2,2,2,3,5
759.04,1,2,4,3,4,12,2,0,3,3,2,3,0,0,1,3,5,8
759.168,0,1,1,1,0,11,2,3,2,1,3,7,1,2,3,2,4,10
759.296,0,1,2,3,1,16,3,2,3,3,4,1,0,2,1,0,2,8
759.424,3,0,2,1,1,17,1,0,4,2,5,3,6,1,2,2,2,4
759.552,1,0,1,1,4,13,3,0,1,3,0,7,4,0,4,2,4,7
759.68,1,2,2,1,4,12,2,2,5,4,4,5,3,1,0,4,3,6
759.808,0,1,6,3,0,16,3,6,2,1,5,4,1,2,4,3,3,9
759.936,3,0,6,1,2,9,1,5,3,3,2,7,3,0,3,0,4,9
760.064,0,3,1,1,6,10,2,2,2,6,3,6,2,0,1,5,2,10
760.192,0,1,3,0,3,18,1,2,4,2,3,3,1,0,4,4,1,3
760.32,1,0,2,0,2,12,0,2,1,2,1,3,4,2,1,1,4,10
760.448,1,1,2,1,2,3,2,6,6,1,3,4,1,0,1,4,1,9
760.576,0,0,4,2,1,14,2,1,1,2,1,6,1,2,3,0,1,10
760.704,3,0,2,1,1,10,2,3,4,2,4,2,2,2,2,2,2,8
760.832,1,0,4,4,3,11,4,5,6,4,2,3,1,1,3,2,2,8
760.96,0,3,3,0,3,11,2,4,5,2,1,4,1,2,1,2,4,14
761.088,0,1,2,1,0,15,4,4,2,5,3,6,3,0,3,4,2,8
761.216,0,2,5,3,2,11,2,6,4,3,6,4,0,2,2,2,6,8
761.344,2,1,2,1,1,15,6,3,6,3,5,3,2,1,1,4,3,9
761.472,4,1,1,0,2,11,1,3,2,1,0,7,1,3,1,0,5,7
761.6,1,1,2,2,1,11,1,2,2,2,1,1,2,2,3,2,1,7
761.728,2,0,4,3,2,7,0,0,3,3,0,4,2,1,4,3,4,3
761.856,0,0,0,0,2,13,4,3,2,4,3,2,1,3,2,5,3,7
761.984,0,1,2,2,4,20,1,2,2,0,2,10,1,0,2,3,2,7
762.112,2,1,2,1,3,8,0,2,1,1,1,5,3,2,0,4,3,7
762.24,0,2,2,4,2,11,3,4,1,2,1,3,0,1,5,8,4,9
762.368,0,1,2,0,4,16,3,4,3,2,2,10,3,1,6,1,3,9
762.496,1,1,3,3,1,16,1,3,4,1,5,3,2,3,2,2,2,12
762.624,2,0,1,2,5,7,2,1,3,0,3,3,0,0,6,3,2,8
762.752,3,1,4,1,3,12,1,0,6,4,4,6,0,0,3,2,2,8
762.88,1,1,2,0,0,15,0,3,4,0,2,4,0,1,0,1,5,8
763.008,1,1,6,0,2,24,2,4,4,0,5,5,2,2,3,0,4,10
763.136,0,5,2,2,3,23,5,3,3,2,1,6,1,3,2,4,2,7
763.264,1,4,3,2,2,10,0,3,5,2,1,5,1,1,2,2,3,6
763.392,1,1,1,1,5,10,1,0,2,1,0,3,4,0,2,2,2,5
763.52,1,2,3,2,1,9,1,3,3,1,2,4,1,0,2,1,4,9
763.648,4,0,2,2,1,10,2,2,5,5,5,1,1,1,3,2,8,12
763.776,1,1,4,1,2,12,2,2,1,1,6,2,1,0,4,2,3,10
763.904,0,0,2,0,0,13,1,3,3,6,2,3,7,2,2,3,4,4
764.032,0,3,2,0,2,15,1,5,1,1,3,10,2,2,4,4,4,5
764.16,0,2,5,1,3,14,2,2,1,2,3,8,1,1,1,1,5,9
764.288,0,3,2,0,2,14,1,2,4,3,2,8,3,1,3,5,3,6
764.416,2,1,9,3,6,11,0,2,0,2,1,6,1,2,3,1,6,4
764.544,0,4,1,1,0,5,1,1,2,4,4,2,1,1,0,3,4,5
764.672,1,2,3,2,2,27,3,3,1,4,4,4,0,0,2,4,2,7
764.8,1,2,3,2,3,10,3,1,5,2,2,2,0,0,2,2,4,12
764.928,1,3,1,1,3,12,1,3,1,2,1,4,3,2,1,6,3,8
765.056,1,0,2,4,0,11,0,1,4,3,1,8,1,1,1,3,0,7
765.184,0,3,3,0,2,15,0,2,5,1,3,6,1,0,4,0,2,10
765.312,0,3,2,1,3,10,2,2,4,0,3,10,3,1,2,4,4,6
765.44,0,0,5,5,0,5,2,3,3,2,2,5,3,1,0,1,2,5
765.568,1,2,4,0,3,10,1,6,2,3,3,8,2,0,2,4,2,3
765.696,0,0,0,0,1,11,4,1,5,1,2,4,1,1,2,1,2,5
765.824,0,1,1,3,2,14,3,1,4,2,3,5,1,0,0,1,1,4
765.952,0,1,1,1,1,10,4,1,3,3,4,5,3,1,1,1,4,4
766.08,1,1,0,1,4,19,2,1,3,1,2,7,0,1,0,5,2,5
766.208,0,2,1,4,2,13,0,2,2,5,1,3,1,1,1,4,2,11
766.336,0,0,3,4,2,11,1,4,4,3,4,1,2,5,1,0,1,9
766.464,1,2,4,1,2,10,2,2,1,2,6,3,1,1,3,0,5,8
766.592,0,2,0,2,2,6,0,2,5,0,2,1,0,1,4,2,0,3
766.72,0,4,2,3,4,18,3,3,2,2,1,6,2,0,1,6,4,8
766.848,0,0,4,0,2,20,2,1,2,3,1,2,1,0,2,4,9,8
766.976,0,4,0,1,2,18,0,4,1,0,0,5,0,2,0,4,3,7
767.104,1,1,2,1,3,10,3,1,0,4,3,6,1,1,2,1,4,5
767.232,3,2,2,0,1,15,2,3,3,2,3,5,1,1,3,2,0,4
767.36,0,0,3,0,3,9,2,2,3,0,1,4,1,2,2,2,2,6
767.488,0,0,1,1,7,11,2,1,2,2,4,5,2,3,0,5,1,7
767.616,0,1,2,1,5,16,0,2,3,2,1,9,3,0,0,0,1,9
767.744,1,1,0,0,3,12,2,2,4,1,3,6,2,0,2,2,1,5
767.872,0,0,6,2,3,16,3,1,4,3,5,5,2,3,1,1,2,3
768,1,2,1,0,4,13,1,2,3,2,2,7,0,2,4,1,2,7
768.128,0,1,0,3,2,12,1,3,4,0,3,10,0,0,2,5,3,8
768.256,1,1,4,1,0,11,0,1,2,1,2,5,2,0,1,2,5,9
768.384,1,4,3,1,2,13,1,4,5,2,2,7,2,0,2,3,2,8
768.512,0,3,1,1,1,13,1,1,3,3,3,4,3,0,2,1,3,6
768.64,0,1,4,0,9,11,1,2,3,0,3,5,3,3,2,1,5,8
768.768,1,1,1,0,1,17,3,2,2,2,2,4,1,0,1,3,3,8
768.896,0,0,0,2,1,16,0,0,1,3,2,9,0,2,2,2,3,6
769.024,2,2,2,0,2,13,4,5,6,2,2,5,4,1,2,0,5,4
769.152,0,0,2,1,2,12,1,2,4,3,4,3,3,0,3,4,1,9
769.28,0,0,2,4,2,12,5,2,4,1,6,4,1,2,3,2,4,5
769.408,0,2,3,2,1,22,1,3,2,2,1,4,2,1,3,4,1,3
769.536,0,1,3,1,2,8,2,4,1,1,3,4,2,1,4,4,3,9
769.664,2,0,1,1,0,12,1,1,4,2,7,7,1,1,3,3,3,9
769.792,1,0,3,1,2,15,1,5,3,1,4,3,0,0,1,7,4,11
769.92,1,2,3,3,3,8,1,3,1,3,2,1,1,1,0,3,6,6
770.048,0,1,2,2,1,9,0,3,2,0,4,11,1,2,1,1,0,5
770.176,1,4,1,4,3,11,2,1,3,2,5,9,4,2,2,2,1,8
770.304,1,1,1,1,2,9,0,1,2,2,3,6,2,0,3,6,3,5
770.432,3,3,1,2,0,11,2,1,3,3,5,7,1,0,1,4,5,7
770.56,1,1,1,1,7,14,5,4,4,1,1,7,0,2,4,5,4,6
770.688,0,2,1,3,4,21,1,3,4,2,2,7,5,1,0,3,7,4
770.816,1,3,1,1,3,11,2,5,2,2,6,6,4,0,2,5,3,8
770.944,0,0,1,1,3,11,0,1,3,3,2,4,3,0,6,3,4,5
771.072,0,1,3,3,1,11,1,2,2,2,7,3,0,0,1,5,2,8
771.2,1,1,4,2,6,12,3,1,4,3,2,5,1,2,0,1,3,11
771.328,1,1,0,1,0,16,4,5,3,1,2,5,2,3,0,1,5,7
771.456,1,1,3,1,2,13,3,5,7,3,1,1,0,0,5,2,6,6
771.584,1,1,3,1,0,13,1,5,6,3,1,8,2,1,3,2,3,7
771.712,1,0,1,0,3,17,5,2,2,1,5,10,1,0,0,6,1,7
771.84,1,1,1,1,3,14,4,1,1,1,5,3,1,1,0,3,1,6
771.968,0,1,3,1,4,11,0,0,3,1,3,3,0,2,0,3,3,5
772.096,0,2,2,2,1,9,5,3,5,3,2,6,0,0,3,2,7,6
772.224,2,3,1,4,1,7,0,1,1,0,4,8,2,3,1,2,1,9
772.352,1,2,0,1,3,15,2,3,0,4,5,2,0,2,5,4,5,8
772.48,2,0,3,2,1,10,2,1,1,1,3,4,1,1,1,2,0,9
772.608,0,4,1,2,3,13,4,2,1,0,2,10,2,2,3,3,1,9
772.736,2,3,2,1,1,12,0,3,1,2,2,5,2,0,2,4,1,7
772.864,0,1,0,2,4,9,2,5,1,0,0,6,1,0,3,1,4,2
772.992,1,0,3,0,1,14,4,4,3,4,0,3,3,1,1,2,3,11
773.12,2,2,6,1,2,9,1,2,3,3,2,3,1,3,2,1,4,5
773.248,1,1,3,2,4,12,0,4,2,1,3,7,5,1,1,2,3,5
773.376,3,0,0,1,1,18,3,3,4,1,3,2,3,0,2,2,1,6
773.504,1,0,0,0,3,14,1,0,3,2,7,6,2,0,1,0,3,11
773.632,0,1,0,2,3,14,1,0,2,4,2,6,1,1,1,0,6,9
773.76,0,1,1,1,4,15,1,3,2,4,4,6,1,1,1,2,5,2
773.888,0,1,2,1,3,17,0,1,1,2,4,8,0,2,0,5,4,11
774.016,0,1,2,0,1,10,2,7,1,2,2,5,3,0,2,4,3,6
774.144,2,4,3,1,1,9,1,4,3,2,9,6,1,1,3,0,5,7
774.272,0,1,4,4,4,12,1,6,3,3,0,8,4,0,1,4,1,9
774.4,1,1,4,1,3,11,0,2,3,5,2,2,2,3,2,3,0,6
774.528,0,0,3,2,1,7,1,5,3,4,3,4,3,1,0,4,1,4
774.656,0,2,1,3,3,18,0,3,3,4,2,7,4,2,5,0,0,3
774.784,0,0,3,0,1,15,0,4,1,6,2,7,2,0,4,3,2,4
774.912,0,1,2,3,2,16,1,6,5,2,2,8,0,0,1,2,5,11
775.04,0,0,2,0,1,14,2,2,1,5,2,6,1,2,0,2,1,2
775.168,0,3,4,5,4,15,5,4,2,1,3,4,1,0,0,6,1,8
775.296,2,1,3,2,3,14,0,2,3,3,4,5,0,1,0,2,5,6
775.424,0,1,5,1,2,8,0,3,3,1,1,2,0,1,2,3,2,5
775.552,2,3,2,3,1,11,0,4,6,4,3,5,2,1,1,2,4,6
775.68,0,1,2,1,0,10,2,7,1,4,4,8,2,4,1,3,5,14
775.808,0,0,1,2,0,11,3,4,2,4,3,4,1,1,4,3,6,4
775.936,0,0,1,0,6,20,1,2,5,3,4,6,0,0,4,3,3,10
776.064,1,2,4,0,1,13,2,3,4,2,4,3,0,0,2,1,4,8
776.192,0,0,6,2,0,12,0,2,1,2,2,6,2,4,0,6,3,7
776.32,2,3,3,2,2,15,1,4,3,0,2,7,2,0,4,2,1,7
776.448,0,2,1,0,2,17,2,0,1,2,4,7,2,0,3,3,1,8
776.576,0,1,1,0,2,18,1,2,3,5,2,8,1,3,2,1,3,8
776.704,1,0,2,0,0,9,0,7,6,1,4,1,1,2,2,4,1,4
776.832,1,2,3,1,5,11,2,3,5,2,1,7,1,0,2,3,4,5
776.96,2,1,3,1,2,11,1,2,2,0,0,5,1,0,1,0,3,5
777.088,2,1,2,2,3,21,0,2,4,1,1,5,2,0,0,3,2,11
777.216,0,1,1,5,2,10,4,2,3,2,4,6,1,2,1,0,4,7
777.344,2,0,5,1,3,22,0,2,2,0,1,8,0,0,1,5,2,6
777.472,2,1,4,0,3,15,0,0,1,2,3,6,1,2,2,3,3,7
777.6,0,2,3,3,1,13,2,2,5,1,3,7,1,1,2,2,0,11
777.728,1,3,3,1,6,11,1,3,3,2,5,2,2,0,1,2,5,4
777.856,0,1,3,1,2,18,2,2,2,3,4,5,3,0,1,3,3,12
777.984,1,2,2,1,3,10,2,5,2,4,3,3,2,2,0,2,4,6
778.112,1,0,2,1,0,9,3,0,3,0,3,3,1,0,1,0,2,3
778.24,0,1,1,0,2,16,1,0,3,1,1,4,1,0,8,1,1,7
778.368,1,2,0,1,3,13,2,4,3,4,3,6,1,0,0,1,5,11
778.496,1,1,0,1,1,12,2,2,3,0,3,1,3,1,2,3,1,9
778.624,1,2,5,2,1,13,3,0,5,4,1,5,2,4,3,1,3,8
778.752,0,1,3,1,2,13,2,4,4,1,6,2,1,1,2,3,1,2
778.88,0,0,3,2,2,12,4,1,6,3,2,7,1,1,1,0,5,10
